rank,level,target,english,attribution,words,contributor
696,B,ہمیں ہدایات پر عمل کرنا ہے۔,We need to follow the instructions.,Original controlled learner sentence — UALIS Publishing v1.0.,6,
697,B,ہمیں ہدایات پر عمل کرنا چاہیے۔,We should follow the instructions.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
698,B,ہم ہدایات پر عمل کر سکتے ہیں۔,We can follow the instructions.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
699,A,براہِ کرم ہدایات پر عمل کیجیے۔,Please follow the instructions.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
700,B,براہِ کرم ہدایات کو نظر انداز نہ کیجیے۔,Please do not ignore the instructions.,Original controlled learner sentence — UALIS Publishing v1.0.,6,
701,A,یہ آسان ہے۔,This is easy.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
702,A,کیا یہ آسان ہے؟,Is this easy?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
703,A,وہ آسان ہے۔,That is easy.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
704,A,یہ آسان نہیں ہے۔,This is not easy.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
705,A,وہ آسان نہیں ہے۔,That is not easy.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
706,A,یہ مشکل ہے۔,This is difficult.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
707,A,کیا یہ مشکل ہے؟,Is this difficult?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
708,A,وہ مشکل ہے۔,That is difficult.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
709,A,یہ مشکل نہیں ہے۔,This is not difficult.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
710,A,وہ مشکل نہیں ہے۔,That is not difficult.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
711,A,یہ ضروری ہے۔,This is necessary.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
712,A,کیا یہ ضروری ہے؟,Is this necessary?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
713,A,وہ ضروری ہے۔,That is necessary.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
714,A,یہ ضروری نہیں ہے۔,This is not necessary.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
715,A,وہ ضروری نہیں ہے۔,That is not necessary.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
716,A,یہ ممکن ہے۔,This is possible.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
717,A,کیا یہ ممکن ہے؟,Is this possible?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
718,A,وہ ممکن ہے۔,That is possible.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
719,A,یہ ممکن نہیں ہے۔,This is not possible.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
720,A,وہ ممکن نہیں ہے۔,That is not possible.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
721,A,یہ ناممکن ہے۔,This is impossible.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
722,A,کیا یہ ناممکن ہے؟,Is this impossible?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
723,A,وہ ناممکن ہے۔,That is impossible.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
724,A,یہ ناممکن نہیں ہے۔,This is not impossible.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
725,A,وہ ناممکن نہیں ہے۔,That is not impossible.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
726,A,یہ محفوظ ہے۔,This is safe.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
727,A,کیا یہ محفوظ ہے؟,Is this safe?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
728,A,وہ محفوظ ہے۔,That is safe.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
729,A,یہ محفوظ نہیں ہے۔,This is not safe.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
730,A,وہ محفوظ نہیں ہے۔,That is not safe.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
731,A,یہ خطرناک ہے۔,This is dangerous.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
732,A,کیا یہ خطرناک ہے؟,Is this dangerous?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
733,A,وہ خطرناک ہے۔,That is dangerous.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
734,A,یہ خطرناک نہیں ہے۔,This is not dangerous.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
735,A,وہ خطرناک نہیں ہے۔,That is not dangerous.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
736,A,یہ صحیح ہے۔,This is correct.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
737,A,کیا یہ صحیح ہے؟,Is this correct?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
738,A,وہ صحیح ہے۔,That is correct.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
739,A,یہ صحیح نہیں ہے۔,This is not correct.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
740,A,وہ صحیح نہیں ہے۔,That is not correct.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
741,A,یہ غلط ہے۔,This is wrong.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
742,A,کیا یہ غلط ہے؟,Is this wrong?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
743,A,وہ غلط ہے۔,That is wrong.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
744,A,یہ غلط نہیں ہے۔,This is not wrong.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
745,A,وہ غلط نہیں ہے۔,That is not wrong.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
746,A,یہ صاف ہے۔,This is clean.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
747,A,کیا یہ صاف ہے؟,Is this clean?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
748,A,وہ صاف ہے۔,That is clean.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
749,A,یہ صاف نہیں ہے۔,This is not clean.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
750,A,وہ صاف نہیں ہے۔,That is not clean.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
751,A,یہ خراب ہے۔,This is bad.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
752,A,کیا یہ خراب ہے؟,Is this bad?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
753,A,وہ خراب ہے۔,That is bad.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
754,A,یہ خراب نہیں ہے۔,This is not bad.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
755,A,وہ خراب نہیں ہے۔,That is not bad.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
756,A,یہ تیار ہے۔,This is ready.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
757,A,کیا یہ تیار ہے؟,Is this ready?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
758,A,وہ تیار ہے۔,That is ready.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
759,A,یہ تیار نہیں ہے۔,This is not ready.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
760,A,وہ تیار نہیں ہے۔,That is not ready.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
761,A,یہ کافی ہے۔,This is enough.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
762,A,کیا یہ کافی ہے؟,Is this enough?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
763,A,وہ کافی ہے۔,That is enough.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
764,A,یہ کافی نہیں ہے۔,This is not enough.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
765,A,وہ کافی نہیں ہے۔,That is not enough.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
766,A,یہ قیمتی ہے۔,This is expensive.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
767,A,کیا یہ قیمتی ہے؟,Is this expensive?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
768,A,وہ قیمتی ہے۔,That is expensive.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
769,A,یہ قیمتی نہیں ہے۔,This is not expensive.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
770,A,وہ قیمتی نہیں ہے۔,That is not expensive.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
771,A,یہ کم قیمت ہے۔,This is inexpensive.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
772,A,کیا یہ کم قیمت ہے؟,Is this inexpensive?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
773,A,وہ کم قیمت ہے۔,That is inexpensive.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
774,A,یہ کم قیمت نہیں ہے۔,This is not inexpensive.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
775,A,وہ کم قیمت نہیں ہے۔,That is not inexpensive.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
776,A,یہ تیز ہے۔,This is fast.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
777,A,کیا یہ تیز ہے؟,Is this fast?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
778,A,وہ تیز ہے۔,That is fast.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
779,A,یہ تیز نہیں ہے۔,This is not fast.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
780,A,وہ تیز نہیں ہے۔,That is not fast.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
781,A,یہ آہستہ ہے۔,This is slow.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
782,A,کیا یہ آہستہ ہے؟,Is this slow?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
783,A,وہ آہستہ ہے۔,That is slow.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
784,A,یہ آہستہ نہیں ہے۔,This is not slow.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
785,A,وہ آہستہ نہیں ہے۔,That is not slow.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
786,A,یہ قریب ہے۔,This is nearby.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
787,A,کیا یہ قریب ہے؟,Is this nearby?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
788,A,وہ قریب ہے۔,That is nearby.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
789,A,یہ قریب نہیں ہے۔,This is not nearby.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
790,A,وہ قریب نہیں ہے۔,That is not nearby.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
791,A,یہ دور ہے۔,This is far away.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
792,A,کیا یہ دور ہے؟,Is this far away?,Original controlled learner sentence — UALIS Publishing v1.0.,4,
793,A,وہ دور ہے۔,That is far away.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
794,B,یہ دور نہیں ہے۔,This is not far away.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
795,B,وہ دور نہیں ہے۔,That is not far away.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
796,A,یہ بہتر ہے۔,This is better.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
797,A,کیا یہ بہتر ہے؟,Is this better?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
798,A,وہ بہتر ہے۔,That is better.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
799,A,یہ بہتر نہیں ہے۔,This is not better.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
800,A,وہ بہتر نہیں ہے۔,That is not better.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
801,A,یہ مختلف ہے۔,This is different.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
802,A,کیا یہ مختلف ہے؟,Is this different?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
803,A,وہ مختلف ہے۔,That is different.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
804,A,یہ مختلف نہیں ہے۔,This is not different.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
805,A,وہ مختلف نہیں ہے۔,That is not different.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
806,A,یہ اہم ہے۔,This is important.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
807,A,کیا یہ اہم ہے؟,Is this important?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
808,A,وہ اہم ہے۔,That is important.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
809,A,یہ اہم نہیں ہے۔,This is not important.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
810,A,وہ اہم نہیں ہے۔,That is not important.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
811,A,یہ واضح ہے۔,This is clear.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
812,A,کیا یہ واضح ہے؟,Is this clear?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
813,A,وہ واضح ہے۔,That is clear.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
814,A,یہ واضح نہیں ہے۔,This is not clear.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
815,A,وہ واضح نہیں ہے۔,That is not clear.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
816,A,یہ دلچسپ ہے۔,This is interesting.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
817,A,کیا یہ دلچسپ ہے؟,Is this interesting?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
818,A,وہ دلچسپ ہے۔,That is interesting.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
819,A,یہ دلچسپ نہیں ہے۔,This is not interesting.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
820,A,وہ دلچسپ نہیں ہے۔,That is not interesting.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
821,A,یہ مفید ہے۔,This is useful.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
822,A,کیا یہ مفید ہے؟,Is this useful?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
823,A,وہ مفید ہے۔,That is useful.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
824,A,یہ مفید نہیں ہے۔,This is not useful.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
825,A,وہ مفید نہیں ہے۔,That is not useful.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
826,A,یہ خالی ہے۔,This is empty.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
827,A,کیا یہ خالی ہے؟,Is this empty?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
828,A,وہ خالی ہے۔,That is empty.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
829,A,یہ خالی نہیں ہے۔,This is not empty.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
830,A,وہ خالی نہیں ہے۔,That is not empty.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
831,A,یہ مکمل ہے۔,This is complete.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
832,A,کیا یہ مکمل ہے؟,Is this complete?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
833,A,وہ مکمل ہے۔,That is complete.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
834,A,یہ مکمل نہیں ہے۔,This is not complete.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
835,A,وہ مکمل نہیں ہے۔,That is not complete.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
836,A,یہ دستیاب ہے۔,This is available.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
837,A,کیا یہ دستیاب ہے؟,Is this available?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
838,A,وہ دستیاب ہے۔,That is available.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
839,A,یہ دستیاب نہیں ہے۔,This is not available.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
840,A,وہ دستیاب نہیں ہے۔,That is not available.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
841,A,یہ مصروف ہے۔,This is busy.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
842,A,کیا یہ مصروف ہے؟,Is this busy?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
843,A,وہ مصروف ہے۔,That is busy.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
844,A,یہ مصروف نہیں ہے۔,This is not busy.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
845,A,وہ مصروف نہیں ہے۔,That is not busy.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
846,A,یہ پرسکون ہے۔,This is quiet.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
847,A,کیا یہ پرسکون ہے؟,Is this quiet?,Original controlled learner sentence — UALIS Publishing v1.0.,3,
848,A,وہ پرسکون ہے۔,That is quiet.,Original controlled learner sentence — UALIS Publishing v1.0.,3,
849,A,یہ پرسکون نہیں ہے۔,This is not quiet.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
850,A,وہ پرسکون نہیں ہے۔,That is not quiet.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
851,A,میں آج فارغ ہوں۔,I am free today.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
852,A,ہم آج فارغ ہیں۔,We are free today.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
853,A,کیا آپ آج فارغ ہیں؟,Are you free today?,Original controlled learner sentence — UALIS Publishing v1.0.,4,
854,A,کیا ہم آج ملیں؟,Shall we meet today?,Original controlled learner sentence — UALIS Publishing v1.0.,4,
855,A,ہم آج بات کر سکتے ہیں۔,We can talk today.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
856,B,میں آج صبح فارغ ہوں۔,I am free this morning.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
857,B,ہم آج صبح فارغ ہیں۔,We are free this morning.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
858,B,کیا آپ آج صبح فارغ ہیں؟,Are you free this morning?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
859,B,کیا ہم آج صبح ملیں؟,Shall we meet this morning?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
860,B,ہم آج صبح بات کر سکتے ہیں۔,We can talk this morning.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
861,B,میں آج دوپہر فارغ ہوں۔,I am free this afternoon.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
862,B,ہم آج دوپہر فارغ ہیں۔,We are free this afternoon.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
863,B,کیا آپ آج دوپہر فارغ ہیں؟,Are you free this afternoon?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
864,B,کیا ہم آج دوپہر ملیں؟,Shall we meet this afternoon?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
865,B,ہم آج دوپہر بات کر سکتے ہیں۔,We can talk this afternoon.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
866,B,میں آج شام فارغ ہوں۔,I am free this evening.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
867,B,ہم آج شام فارغ ہیں۔,We are free this evening.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
868,B,کیا آپ آج شام فارغ ہیں؟,Are you free this evening?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
869,B,کیا ہم آج شام ملیں؟,Shall we meet this evening?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
870,B,ہم آج شام بات کر سکتے ہیں۔,We can talk this evening.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
871,A,میں آج رات فارغ ہوں۔,I am free tonight.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
872,A,ہم آج رات فارغ ہیں۔,We are free tonight.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
873,A,کیا آپ آج رات فارغ ہیں؟,Are you free tonight?,Original controlled learner sentence — UALIS Publishing v1.0.,4,
874,A,کیا ہم آج رات ملیں؟,Shall we meet tonight?,Original controlled learner sentence — UALIS Publishing v1.0.,4,
875,A,ہم آج رات بات کر سکتے ہیں۔,We can talk tonight.,Original controlled learner sentence — UALIS Publishing v1.0.,4,
876,B,میں کل صبح فارغ ہوں۔,I am free tomorrow morning.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
877,B,ہم کل صبح فارغ ہیں۔,We are free tomorrow morning.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
878,B,کیا آپ کل صبح فارغ ہیں؟,Are you free tomorrow morning?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
879,B,کیا ہم کل صبح ملیں؟,Shall we meet tomorrow morning?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
880,B,ہم کل صبح بات کر سکتے ہیں۔,We can talk tomorrow morning.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
881,B,میں کل دوپہر فارغ ہوں۔,I am free tomorrow afternoon.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
882,B,ہم کل دوپہر فارغ ہیں۔,We are free tomorrow afternoon.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
883,B,کیا آپ کل دوپہر فارغ ہیں؟,Are you free tomorrow afternoon?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
884,B,کیا ہم کل دوپہر ملیں؟,Shall we meet tomorrow afternoon?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
885,B,ہم کل دوپہر بات کر سکتے ہیں۔,We can talk tomorrow afternoon.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
886,B,میں کل شام فارغ ہوں۔,I am free tomorrow evening.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
887,B,ہم کل شام فارغ ہیں۔,We are free tomorrow evening.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
888,B,کیا آپ کل شام فارغ ہیں؟,Are you free tomorrow evening?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
889,B,کیا ہم کل شام ملیں؟,Shall we meet tomorrow evening?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
890,B,ہم کل شام بات کر سکتے ہیں۔,We can talk tomorrow evening.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
891,B,میں پیر کو فارغ ہوں۔,I am free on Monday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
892,B,ہم پیر کو فارغ ہیں۔,We are free on Monday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
893,B,کیا آپ پیر کو فارغ ہیں؟,Are you free on Monday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
894,B,کیا ہم پیر کو ملیں؟,Shall we meet on Monday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
895,B,ہم پیر کو بات کر سکتے ہیں۔,We can talk on Monday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
896,B,میں منگل کو فارغ ہوں۔,I am free on Tuesday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
897,B,ہم منگل کو فارغ ہیں۔,We are free on Tuesday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
898,B,کیا آپ منگل کو فارغ ہیں؟,Are you free on Tuesday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
899,B,کیا ہم منگل کو ملیں؟,Shall we meet on Tuesday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
900,B,ہم منگل کو بات کر سکتے ہیں۔,We can talk on Tuesday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
901,B,میں بدھ کو فارغ ہوں۔,I am free on Wednesday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
902,B,ہم بدھ کو فارغ ہیں۔,We are free on Wednesday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
903,B,کیا آپ بدھ کو فارغ ہیں؟,Are you free on Wednesday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
904,B,کیا ہم بدھ کو ملیں؟,Shall we meet on Wednesday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
905,B,ہم بدھ کو بات کر سکتے ہیں۔,We can talk on Wednesday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
906,B,میں جمعرات کو فارغ ہوں۔,I am free on Thursday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
907,B,ہم جمعرات کو فارغ ہیں۔,We are free on Thursday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
908,B,کیا آپ جمعرات کو فارغ ہیں؟,Are you free on Thursday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
909,B,کیا ہم جمعرات کو ملیں؟,Shall we meet on Thursday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
910,B,ہم جمعرات کو بات کر سکتے ہیں۔,We can talk on Thursday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
911,B,میں جمعہ کو فارغ ہوں۔,I am free on Friday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
912,B,ہم جمعہ کو فارغ ہیں۔,We are free on Friday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
913,B,کیا آپ جمعہ کو فارغ ہیں؟,Are you free on Friday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
914,B,کیا ہم جمعہ کو ملیں؟,Shall we meet on Friday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
915,B,ہم جمعہ کو بات کر سکتے ہیں۔,We can talk on Friday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
916,B,میں ہفتے کو فارغ ہوں۔,I am free on Saturday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
917,B,ہم ہفتے کو فارغ ہیں۔,We are free on Saturday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
918,B,کیا آپ ہفتے کو فارغ ہیں؟,Are you free on Saturday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
919,B,کیا ہم ہفتے کو ملیں؟,Shall we meet on Saturday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
920,B,ہم ہفتے کو بات کر سکتے ہیں۔,We can talk on Saturday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
921,B,میں اتوار کو فارغ ہوں۔,I am free on Sunday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
922,B,ہم اتوار کو فارغ ہیں۔,We are free on Sunday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
923,B,کیا آپ اتوار کو فارغ ہیں؟,Are you free on Sunday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
924,B,کیا ہم اتوار کو ملیں؟,Shall we meet on Sunday?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
925,B,ہم اتوار کو بات کر سکتے ہیں۔,We can talk on Sunday.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
926,B,میں آٹھ بجے فارغ ہوں۔,I am free at eight.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
927,B,ہم آٹھ بجے فارغ ہیں۔,We are free at eight.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
928,B,کیا آپ آٹھ بجے فارغ ہیں؟,Are you free at eight?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
929,B,کیا ہم آٹھ بجے ملیں؟,Shall we meet at eight?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
930,B,ہم آٹھ بجے بات کر سکتے ہیں۔,We can talk at eight.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
931,B,میں نو بجے فارغ ہوں۔,I am free at nine.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
932,B,ہم نو بجے فارغ ہیں۔,We are free at nine.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
933,B,کیا آپ نو بجے فارغ ہیں؟,Are you free at nine?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
934,B,کیا ہم نو بجے ملیں؟,Shall we meet at nine?,Original controlled learner sentence — UALIS Publishing v1.0.,5,
935,B,ہم نو بجے بات کر سکتے ہیں۔,We can talk at nine.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
936,B,میں دس بجے فارغ ہوں۔,I am free at ten.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
937,B,ہم دس بجے فارغ ہیں۔,We are free at ten.,Original controlled learner sentence — UALIS Publishing v1.0.,5,
