front,frequency,reason
déroutement,0,no_kaikki_entry
règlementé,0,lexique_kaikki_pos_mismatch
chauda,0,lexique_kaikki_pos_mismatch
insurgent,0,lexique_kaikki_pos_mismatch
hackathons,0.003,no_safe_learner_meaning
villains,0,no_kaikki_entry
taï-chi-chuan,0,no_kaikki_entry
retraumatiser,0,no_kaikki_entry
collagénose,0,no_kaikki_entry
archi-plein,0,no_kaikki_entry
accoté,0,lexique_kaikki_pos_mismatch
heptaméron,0,no_kaikki_entry
pressbook,0,no_kaikki_entry
scan,0,no_kaikki_entry
plantard,0,no_kaikki_entry
shipping,0,no_kaikki_entry
illimitation,0,no_kaikki_entry
cureur,0,no_kaikki_entry
anisocorie,0,no_kaikki_entry
entrainants,0,lexique_kaikki_pos_mismatch
sigmoïdite,0,no_kaikki_entry
asteure,0,lexique_kaikki_pos_mismatch
goji,0,no_kaikki_entry
co-propriété,0,no_kaikki_entry
courbaturè,0,no_kaikki_entry
gnaqué,0,no_kaikki_entry
échiqueté,0,no_kaikki_entry
croqueuse,0,no_kaikki_entry
fourgueur,0,no_kaikki_entry
socioaffectifs,0,no_kaikki_entry
anders,0,no_kaikki_entry
suggèrerai,0,lexique_kaikki_pos_mismatch
claboter,0,no_kaikki_entry
sauveteuse,0,no_kaikki_entry
demi-gros,0,no_kaikki_entry
cocaïné,0,lexique_kaikki_pos_mismatch
réaugmenter,0,no_kaikki_entry
dérégulateur,0,lexique_kaikki_pos_mismatch
regalérer,0,no_kaikki_entry
embroncher,0,no_kaikki_entry
cholélithiase,0,no_kaikki_entry
suffoquement,0,no_kaikki_entry
débroussaillage,0,no_kaikki_entry
passe-lacet,0,no_kaikki_entry
porquer,0,no_kaikki_entry
ripailleur,0,no_kaikki_entry
café-crème,0,no_kaikki_entry
évocatif,0,no_kaikki_entry
automédicamentes,0,no_kaikki_entry
murgerai,0,no_kaikki_entry
glare,0,no_kaikki_entry
moults,0,lexique_kaikki_pos_mismatch
corned-beefs,0,no_kaikki_entry
ridiculisation,0,no_kaikki_entry
brignole,0,no_kaikki_entry
resucrés,0,no_kaikki_entry
codépendance,0,no_kaikki_entry
créolisation,0,no_kaikki_entry
senne,0,lexique_kaikki_pos_mismatch
prétendûment,0,lexique_kaikki_pos_mismatch
mbar,0,no_kaikki_entry
ragrafer,0,no_kaikki_entry
spéciale,0,lexique_kaikki_pos_mismatch
franco,0,no_kaikki_entry
xiphias,0,no_kaikki_entry
farios,0,no_kaikki_entry
taff,0.209,no_safe_learner_meaning
rééxaminiez,0,no_kaikki_entry
redémocratiser,0,no_kaikki_entry
portraitise,0,no_kaikki_entry
ramancher,0,no_kaikki_entry
dresses,0,lexique_kaikki_pos_mismatch
botulinique,0,no_kaikki_entry
maroufler,0,no_kaikki_entry
rephraser,0,no_kaikki_entry
nucléosidiques,0,no_kaikki_entry
mégaloblastique,0,no_kaikki_entry
hikikomori,0,no_kaikki_entry
glycéro,0,no_kaikki_entry
quarterbacks,0.149,no_safe_learner_meaning
twitteront,0,no_kaikki_entry
gunga,0,no_kaikki_entry
aucunes,2.62,no_safe_learner_meaning
sulfurisé,0,lexique_kaikki_pos_mismatch
délibèrera,0,lexique_kaikki_pos_mismatch
révolver,0,no_kaikki_entry
calaminer,0,no_kaikki_entry
bruschettas,0,no_kaikki_entry
peausserie,0,no_kaikki_entry
senseï,0,no_kaikki_entry
inscrivant,0,lexique_kaikki_pos_mismatch
loupé,0,lexique_kaikki_pos_mismatch
épreuvage,0,no_kaikki_entry
beg,0,no_kaikki_entry
runé,0,no_kaikki_entry
trillionième,0,lexique_kaikki_pos_mismatch
microbus,0,no_kaikki_entry
empile,0,lexique_kaikki_pos_mismatch
donc,0,lexique_kaikki_pos_mismatch
labeure,0,lexique_kaikki_pos_mismatch
spoon,0,no_kaikki_entry
vara,0,no_kaikki_entry
despérados,0,no_kaikki_entry
trématode,0,no_kaikki_entry
musculosquelettiques,0,lexique_kaikki_pos_mismatch
gasket,0,no_kaikki_entry
poutrait,0,lexique_kaikki_pos_mismatch
noncer,0,no_kaikki_entry
truste,0,lexique_kaikki_pos_mismatch
gréver,0,no_kaikki_entry
malséance,0,no_kaikki_entry
quarante-huit,0,lexique_kaikki_pos_mismatch
tiltera,0,no_kaikki_entry
trilliards,0,no_kaikki_entry
regatte,0,no_kaikki_entry
larver,0,no_kaikki_entry
mignogne,0,no_kaikki_entry
vévé,0,no_kaikki_entry
repondrais,0,no_kaikki_entry
sous-scapulaire,0,lexique_kaikki_pos_mismatch
oedipe,0,no_kaikki_entry
lucine,0,no_kaikki_entry
rapé,0,no_kaikki_entry
storyboardée,0,no_kaikki_entry
déchiquète,0,lexique_kaikki_pos_mismatch
rematé,0,no_kaikki_entry
tabar,0,no_kaikki_entry
caméscopé,0,no_kaikki_entry
carbogène,0,no_kaikki_entry
mini-chaîne,0,no_kaikki_entry
yorkaises,0,no_kaikki_entry
aquarien,0,no_kaikki_entry
trameur,0,no_kaikki_entry
catiche,0,no_kaikki_entry
krona,0,no_kaikki_entry
mudra,0,no_kaikki_entry
comprenette,0,no_kaikki_entry
paxon,0.092,no_safe_learner_meaning
atrioventriculaire,0,no_kaikki_entry
facto,0,no_kaikki_entry
pont-l'évêque,0,no_kaikki_entry
gestalt-thérapie,0,no_kaikki_entry
rebarricader,0,no_kaikki_entry
anticuire,0,no_kaikki_entry
politie,0,no_kaikki_entry
fleurter,0,no_kaikki_entry
réexpérimenter,0,no_kaikki_entry
pitchou,0,no_kaikki_entry
éberlué,0,lexique_kaikki_pos_mismatch
psychotonique,0,no_kaikki_entry
démascler,0,no_kaikki_entry
clippant,0,no_kaikki_entry
gable,0,no_kaikki_entry
bourrichon,0,no_kaikki_entry
déconnecté,0,lexique_kaikki_pos_mismatch
bipenne,0,no_kaikki_entry
hausa,0,no_kaikki_entry
petawatt,0,no_kaikki_entry
ayah,0,no_kaikki_entry
beaujolpif,0,no_kaikki_entry
expanseur,0,no_kaikki_entry
armuré,0,no_kaikki_entry
perchè,0,no_kaikki_entry
remissionner,0,no_kaikki_entry
réaccéder,0,no_kaikki_entry
drad,0,no_kaikki_entry
thorn,0,no_kaikki_entry
differ,0,no_kaikki_entry
mitterrandien,0,lexique_kaikki_pos_mismatch
intellectualisation,0,no_kaikki_entry
pélo,0.003,no_safe_learner_meaning
basculeur,0,lexique_kaikki_pos_mismatch
textote,0,no_kaikki_entry
ex-teinturier,0,no_kaikki_entry
résolverez,0,lexique_kaikki_pos_mismatch
margotter,0,no_kaikki_entry
tapocher,0,no_kaikki_entry
pfiou,0,lexique_kaikki_pos_mismatch
effilochure,0,no_kaikki_entry
lookez,0,no_kaikki_entry
réflecteur,0,lexique_kaikki_pos_mismatch
sniffette,0,no_kaikki_entry
plein-air,0,no_kaikki_entry
tudieu,0,no_kaikki_entry
robinsonne,0,no_kaikki_entry
désengourdir,0,no_kaikki_entry
oxycarboné,0,no_kaikki_entry
cérébro-spinal,0.114,no_safe_learner_meaning
empatouillé,0,no_kaikki_entry
sniffeur,0,no_kaikki_entry
cigogneau,0,no_kaikki_entry
fenestré,0,no_kaikki_entry
tauon,0,no_kaikki_entry
travaillement,0,no_kaikki_entry
dl,0,no_kaikki_entry
buguent,0,no_kaikki_entry
majestatif,0,lexique_kaikki_pos_mismatch
tempêtueusement,0,lexique_kaikki_pos_mismatch
brash,0,no_kaikki_entry
sauvables,0.003,no_safe_learner_meaning
opèrerai,0,lexique_kaikki_pos_mismatch
crotchons,0,no_kaikki_entry
mongo,0,no_kaikki_entry
hoki,0,no_kaikki_entry
merdouillage,0,no_kaikki_entry
dyonisiens,0,no_kaikki_entry
partouzeuse,0,no_kaikki_entry
dugland,0,no_kaikki_entry
gors,0,no_kaikki_entry
mêmes,0,lexique_kaikki_pos_mismatch
plastronneur,0,no_kaikki_entry
tchin,0,no_kaikki_entry
phosphatine,0,no_kaikki_entry
dinons,0,lexique_kaikki_pos_mismatch
exciseur,0,no_kaikki_entry
gangreneux,0,no_kaikki_entry
bazardage,0,no_kaikki_entry
graffaient,0,no_kaikki_entry
quasi-futuriste,0,no_kaikki_entry
balia,0,no_kaikki_entry
gnangnans,0,no_kaikki_entry
hystérosalpingographie,0,no_kaikki_entry
lustucru,0,no_kaikki_entry
necessita,0,no_kaikki_entry
bippes,0,no_kaikki_entry
béquer,0.006,no_safe_learner_meaning
monopolisante,0,lexique_kaikki_pos_mismatch
semoun,0,no_kaikki_entry
capsa,0,no_kaikki_entry
pelliculeux,0,no_kaikki_entry
russo-italien,0,no_kaikki_entry
crobar,0,no_kaikki_entry
couterai,0,lexique_kaikki_pos_mismatch
télé-réalités,0,no_kaikki_entry
télésérie,0,no_kaikki_entry
pristi,0,no_kaikki_entry
trattoria,0,no_kaikki_entry
tsuica,0,no_kaikki_entry
beaufitude,0,no_kaikki_entry
hyperglycémique,0,no_kaikki_entry
duitte,0,no_kaikki_entry
myasthénique,0,no_kaikki_entry
ostéichtyen,0,no_kaikki_entry
breakfast,0,no_kaikki_entry
concerté,0,lexique_kaikki_pos_mismatch
narthex,0,no_kaikki_entry
cétylique,0,lexique_kaikki_pos_mismatch
taste-vin,0,no_kaikki_entry
énivré,0,no_kaikki_entry
frevos,0,no_kaikki_entry
reparfumer,0,no_kaikki_entry
autopuni,0,no_kaikki_entry
polyvision,0,no_kaikki_entry
blablatage,0,no_kaikki_entry
jeune-homme,0,no_kaikki_entry
héroïde,0,no_kaikki_entry
bwana,0,no_kaikki_entry
enculeuses,0.003,no_safe_learner_meaning
anti-truie,0,no_kaikki_entry
ève,0,lexique_kaikki_pos_mismatch
primodélinquant,0,no_kaikki_entry
gif,0,no_kaikki_entry
dimes,0,no_kaikki_entry
ampèreheure,0,no_kaikki_entry
vocem,0,no_kaikki_entry
grissinis,0,no_kaikki_entry
saisonnement,0,no_kaikki_entry
miaou,0,lexique_kaikki_pos_mismatch
arara,0,no_kaikki_entry
boulière,0,no_kaikki_entry
méchanique,0,no_kaikki_entry
tapioles,0,no_kaikki_entry
possèdera,0,no_kaikki_entry
buggé,0,no_kaikki_entry
restau,3.247,no_safe_learner_meaning
regénérée,0,no_kaikki_entry
sursignifier,0,no_kaikki_entry
règnerez,0,lexique_kaikki_pos_mismatch
dysfonctionnel,0,lexique_kaikki_pos_mismatch
ex-caïd,0,no_kaikki_entry
lasses,0,lexique_kaikki_pos_mismatch
aves,0,no_kaikki_entry
interservices,0,no_kaikki_entry
ostéine,0,no_kaikki_entry
cheese-cake,0,no_kaikki_entry
implicité,0,no_kaikki_entry
dark,0,no_kaikki_entry
néphrostomie,0,no_kaikki_entry
cache-théière,0,no_kaikki_entry
neutrinique,0,lexique_kaikki_pos_mismatch
designés,0,lexique_kaikki_pos_mismatch
recognition,0,no_kaikki_entry
ex-bibliothécaire,0,no_kaikki_entry
sècheraient,0,no_kaikki_entry
jobastre,0,no_kaikki_entry
reclamera,0,no_kaikki_entry
préfèreraient,0,lexique_kaikki_pos_mismatch
specials,0,no_kaikki_entry
politologie,0,no_kaikki_entry
sequoia,0,no_kaikki_entry
rauraient,0,no_kaikki_entry
cablé,0,no_kaikki_entry
draînait,0,no_kaikki_entry
filovirus,0,no_kaikki_entry
shaves,0,no_kaikki_entry
smocks,0,no_kaikki_entry
kula,0,no_kaikki_entry
quatre-saisons,0,no_kaikki_entry
odontotechnie,0,no_kaikki_entry
moucheur,0,no_kaikki_entry
commenderais,0,no_kaikki_entry
déséduquer,0,no_kaikki_entry
aide-soignants,0.035,no_safe_learner_meaning
renois,0,no_kaikki_entry
par-devant,0,no_kaikki_entry
maitres-chiens,0,no_kaikki_entry
télékinétiques,0,lexique_kaikki_pos_mismatch
vrillement,0,no_kaikki_entry
ordiphones,0.013,no_safe_learner_meaning
traineraient,0,lexique_kaikki_pos_mismatch
circonciseurs,0,no_kaikki_entry
knacks,0,no_kaikki_entry
accepté,0,lexique_kaikki_pos_mismatch
europhobe,0,lexique_kaikki_pos_mismatch
ouatine,0,no_kaikki_entry
clairer,0,lexique_kaikki_pos_mismatch
tobogan,0,no_kaikki_entry
autogyre,0,no_kaikki_entry
entrainerais,0,lexique_kaikki_pos_mismatch
briqueteur,0,no_kaikki_entry
répèterons,0,lexique_kaikki_pos_mismatch
sérigraphistes,0,no_kaikki_entry
resourcer,0,no_kaikki_entry
oxide,0.032,no_safe_learner_meaning
entrainait,0,lexique_kaikki_pos_mismatch
nancières,0,no_kaikki_entry
pseudomonas,0,no_kaikki_entry
rappuyer,0,no_kaikki_entry
couvain,0,no_kaikki_entry
ricine,0,no_kaikki_entry
psychochimie,0,no_kaikki_entry
taggés,0,lexique_kaikki_pos_mismatch
pénos,0,no_kaikki_entry
protègerez,0,lexique_kaikki_pos_mismatch
vater,0,no_kaikki_entry
biopsier,0,no_kaikki_entry
vouté,0,lexique_kaikki_pos_mismatch
palpitement,0,no_kaikki_entry
enfourchure,0,no_kaikki_entry
scred,0,no_kaikki_entry
outang,0,no_kaikki_entry
était,0,lexique_kaikki_pos_mismatch
lilium,0,no_kaikki_entry
noquettes,0,no_kaikki_entry
ferrys,0.076,no_safe_learner_meaning
ai,0,lexique_kaikki_pos_mismatch
tire-sou,0,no_kaikki_entry
trass,0,no_kaikki_entry
mocha,0,no_kaikki_entry
autoanalyse,0,lexique_kaikki_pos_mismatch
tartignoles,0,no_kaikki_entry
numbats,0,no_kaikki_entry
éclipsement,0,no_kaikki_entry
partageant,0,lexique_kaikki_pos_mismatch
déjeûne,0,lexique_kaikki_pos_mismatch
russo-suédois,0,no_kaikki_entry
googles,0,lexique_kaikki_pos_mismatch
grisoller,0,no_kaikki_entry
bene,0,lexique_kaikki_pos_mismatch
nordet,0,no_kaikki_entry
paramédics,0,no_kaikki_entry
stayer,0,no_kaikki_entry
affuter,0,lexique_kaikki_pos_mismatch
glissage,0,no_kaikki_entry
déchiquèterait,0,lexique_kaikki_pos_mismatch
viscoélasticité,0,no_kaikki_entry
courcircuité,0,no_kaikki_entry
désenclenche,0,no_kaikki_entry
porte-clefs,0.117,no_safe_learner_meaning
camenbert,0,no_kaikki_entry
pars,0,lexique_kaikki_pos_mismatch
microsievert,0,no_kaikki_entry
samit,0,no_kaikki_entry
koudou,0,no_kaikki_entry
masque-espion,0,no_kaikki_entry
menchevique,0,no_kaikki_entry
mélimélo,0.003,no_safe_learner_meaning
oyenne,0,no_kaikki_entry
gynocratie,0,no_kaikki_entry
éclamptique,0,no_kaikki_entry
cryoconserver,0,no_kaikki_entry
donnè,0,no_kaikki_entry
synclinal,0,lexique_kaikki_pos_mismatch
prêcherie,0,no_kaikki_entry
détitrer,0,no_kaikki_entry
philadelphie,0,lexique_kaikki_pos_mismatch
assècherait,0,lexique_kaikki_pos_mismatch
nids-de-poule,0.13,no_safe_learner_meaning
surimprimé,0,lexique_kaikki_pos_mismatch
goute,0,lexique_kaikki_pos_mismatch
haba,0,no_kaikki_entry
berlurer,0,no_kaikki_entry
persiller,0,no_kaikki_entry
outé,0,no_kaikki_entry
remarquè,0,no_kaikki_entry
cristi,0.117,no_safe_learner_meaning
crispin,0,no_kaikki_entry
bentô,0,no_kaikki_entry
ethno,0,no_kaikki_entry
siler,0,lexique_kaikki_pos_mismatch
pla,0,no_kaikki_entry
intra,0,lexique_kaikki_pos_mismatch
clipse,0,no_kaikki_entry
intersecté,0,lexique_kaikki_pos_mismatch
grune,0,no_kaikki_entry
piercé,0,no_kaikki_entry
typesse,0,no_kaikki_entry
dysfonctionnels,0,lexique_kaikki_pos_mismatch
trigone,0,no_kaikki_entry
tits,0,lexique_kaikki_pos_mismatch
rui,0,no_kaikki_entry
paterne,0,no_kaikki_entry
pullovers,0,no_kaikki_entry
blacklistées,0,no_kaikki_entry
comaté,0,lexique_kaikki_pos_mismatch
extrême-orient,0,lexique_kaikki_pos_mismatch
mômerie,0,no_kaikki_entry
porte-carte,0,no_kaikki_entry
rissole,0,lexique_kaikki_pos_mismatch
chakras,0,no_kaikki_entry
paddles,0,no_kaikki_entry
décryptable,0,no_kaikki_entry
phénylacétique,0,no_kaikki_entry
congélos,0.025,no_safe_learner_meaning
turkoman,0.003,no_safe_learner_meaning
tahini,0,no_kaikki_entry
inhospitalité,0,no_kaikki_entry
carreautées,0,lexique_kaikki_pos_mismatch
bringueur,0,no_kaikki_entry
socia,0,no_kaikki_entry
wakizashi,0,no_kaikki_entry
mû,0,lexique_kaikki_pos_mismatch
transfection,0,no_kaikki_entry
playbacks,0.003,no_safe_learner_meaning
plombières,0.028,no_safe_learner_meaning
quasi-jungienne,0,no_kaikki_entry
drams,0,no_kaikki_entry
catiner,0,no_kaikki_entry
parse,0,no_kaikki_entry
wading,0,no_kaikki_entry
dispache,0,no_kaikki_entry
nourricerie,0,no_kaikki_entry
héberge,0,lexique_kaikki_pos_mismatch
déchétarien,0,no_kaikki_entry
retweetées,0,no_kaikki_entry
guidance,0,no_kaikki_entry
méthylcyclopropane,0,no_kaikki_entry
papier-monnaie,0.047,no_safe_learner_meaning
compétitionnons,0,no_kaikki_entry
essouflent,0,no_kaikki_entry
prosocial,0,lexique_kaikki_pos_mismatch
néphrotoxique,0,lexique_kaikki_pos_mismatch
calfatage,0,no_kaikki_entry
poirauter,0,no_kaikki_entry
dépondre,0,no_kaikki_entry
dessication,0,no_kaikki_entry
ex-poivrot,0,no_kaikki_entry
tagada,0,no_kaikki_entry
touche-pipi,0,no_kaikki_entry
kiff,0,no_kaikki_entry
checkerai,0,no_kaikki_entry
regraver,0,no_kaikki_entry
pornocrate,0,no_kaikki_entry
ignimbrite,0,no_kaikki_entry
tweetiez,0,lexique_kaikki_pos_mismatch
formatte,0,no_kaikki_entry
lini,0,no_kaikki_entry
stressomètre,0,no_kaikki_entry
groovent,0,no_kaikki_entry
gazou,0,no_kaikki_entry
réarrosé,0,no_kaikki_entry
surmise,0,lexique_kaikki_pos_mismatch
cramouille,0,no_kaikki_entry
tavel,0,no_kaikki_entry
impactite,0,no_kaikki_entry
crachage,0,no_kaikki_entry
jacqueter,0,lexique_kaikki_pos_mismatch
hyperthermique,0,no_kaikki_entry
biotraitements,0,no_kaikki_entry
moviola,0,no_kaikki_entry
uréique,0,no_kaikki_entry
golfez,0,lexique_kaikki_pos_mismatch
thrombectomie,0,no_kaikki_entry
chouille,0,no_kaikki_entry
mateau,0,no_kaikki_entry
antivitaminer,0,no_kaikki_entry
revivification,0,no_kaikki_entry
octette,0,no_kaikki_entry
robusta,0,no_kaikki_entry
rabâchement,0,no_kaikki_entry
tirement,0,no_kaikki_entry
médico-judiciaire,0,no_kaikki_entry
chuba,0,no_kaikki_entry
desséchement,0,no_kaikki_entry
avèrerait,0,lexique_kaikki_pos_mismatch
arapaho,0,no_kaikki_entry
infinitum,0,no_kaikki_entry
trilemme,0,no_kaikki_entry
morfaler,0,no_kaikki_entry
onder,0,no_kaikki_entry
fena,0,no_kaikki_entry
verités,0,no_kaikki_entry
ex-strip-teaseur,0,no_kaikki_entry
malouf,0,no_kaikki_entry
laparoscopique,0,no_kaikki_entry
bangladeshi,0,no_kaikki_entry
calige,0,no_kaikki_entry
pluriculturel,0,no_kaikki_entry
bezet,0,no_kaikki_entry
component,0,no_kaikki_entry
palicare,0,no_kaikki_entry
emplacé,0,no_kaikki_entry
gindre,0,no_kaikki_entry
game,0,no_kaikki_entry
ozienne,0,no_kaikki_entry
hyperaldostéronisme,0,no_kaikki_entry
trachéobronchite,0,no_kaikki_entry
harari,0,no_kaikki_entry
cardiochirurgie,0,no_kaikki_entry
paraitrais,0,lexique_kaikki_pos_mismatch
court-jus,0,no_kaikki_entry
marion,0,lexique_kaikki_pos_mismatch
techa,0.013,no_safe_learner_meaning
fluoride,0,no_kaikki_entry
ablatir,0,no_kaikki_entry
giselle,0,lexique_kaikki_pos_mismatch
fripouillard,0,no_kaikki_entry
polyélectrolyte,0,no_kaikki_entry
junker,0,no_kaikki_entry
tire-laine,0,no_kaikki_entry
tankini,0,no_kaikki_entry
raccompagnè,0,no_kaikki_entry
frangeant,0,lexique_kaikki_pos_mismatch
uxoricide,0,no_kaikki_entry
cachètent,0,no_kaikki_entry
antislash,0,no_kaikki_entry
craniectomie,0,no_kaikki_entry
tremolo,0,no_kaikki_entry
tragi-comédie,0,no_kaikki_entry
minimax,0,no_kaikki_entry
merengues,0.003,no_safe_learner_meaning
checker,0,lexique_kaikki_pos_mismatch
shurikens,0,no_kaikki_entry
brodage,0,no_kaikki_entry
pbs,0,no_kaikki_entry
mapping,0,no_kaikki_entry
burnouts,0,no_kaikki_entry
bar-restaurant,0,no_kaikki_entry
sarclette,0,no_kaikki_entry
rossolis,0,no_kaikki_entry
régénérante,0,no_kaikki_entry
coup-de-poing,0,no_kaikki_entry
embouteillé,0,lexique_kaikki_pos_mismatch
gas-oil,0,no_kaikki_entry
débille,0,no_kaikki_entry
ain,0,lexique_kaikki_pos_mismatch
monitore,0,lexique_kaikki_pos_mismatch
macao,0,lexique_kaikki_pos_mismatch
dralon,0,no_kaikki_entry
karbau,0,no_kaikki_entry
laissés-pour-compte,0,no_kaikki_entry
tendeur,0,no_kaikki_entry
méthédrine,0,no_kaikki_entry
lamen,0,no_kaikki_entry
papillotement,0,no_kaikki_entry
rerendre,0,no_kaikki_entry
jacquetais,0,lexique_kaikki_pos_mismatch
officer,0,no_kaikki_entry
terebellum,0.003,no_safe_learner_meaning
morganite,0,no_kaikki_entry
tracing,0,no_kaikki_entry
bliné,0,no_kaikki_entry
turlututus,0,no_kaikki_entry
ex-copine,0,no_kaikki_entry
picoseconde,0,no_kaikki_entry
ébranchoir,0,no_kaikki_entry
bye-bye,0,no_kaikki_entry
floune,0,no_kaikki_entry
tesseracts,0,no_kaikki_entry
graffer,0,lexique_kaikki_pos_mismatch
revolvériser,0,no_kaikki_entry
dna,0,lexique_kaikki_pos_mismatch
russule,0,no_kaikki_entry
triquet,0,no_kaikki_entry
recoupage,0,no_kaikki_entry
mange-tout,0.025,no_safe_learner_meaning
contre-ré,0,no_kaikki_entry
calmir,0,no_kaikki_entry
catimini,0,lexique_kaikki_pos_mismatch
flouter,0,lexique_kaikki_pos_mismatch
mi-été,0,no_kaikki_entry
butants,0,no_kaikki_entry
tuyauté,0,no_kaikki_entry
néosynéphrine,0,no_kaikki_entry
papooses,0,no_kaikki_entry
jazz-band,0,no_kaikki_entry
rétrofuturiste,0,no_kaikki_entry
galavarde,0,no_kaikki_entry
ex-taulard,0,no_kaikki_entry
kerrie,0,no_kaikki_entry
mycobactérienne,0,no_kaikki_entry
agit-prop,0,no_kaikki_entry
dégoûtation,0,no_kaikki_entry
gao,0,no_kaikki_entry
saurienne,0,lexique_kaikki_pos_mismatch
agresseuses,0.003,no_safe_learner_meaning
remuage,0,no_kaikki_entry
brutasses,0,no_kaikki_entry
gèrera,0,lexique_kaikki_pos_mismatch
concassage,0,no_kaikki_entry
thunderbird,0,no_kaikki_entry
saoûles,0,no_kaikki_entry
audimètre,0,no_kaikki_entry
adhèreras,0,lexique_kaikki_pos_mismatch
lathyrus,0,no_kaikki_entry
shorter,0,no_kaikki_entry
doppelgänger,0,no_kaikki_entry
biflé,0,lexique_kaikki_pos_mismatch
gémisseuse,0,no_kaikki_entry
co-habiter,0,no_kaikki_entry
hard-core,0,no_kaikki_entry
bifidus,0,no_kaikki_entry
bonnie,0,no_kaikki_entry
màj,0.003,no_safe_learner_meaning
nuagé,0,no_kaikki_entry
quasi-certitude,0,no_kaikki_entry
dûs,0,no_kaikki_entry
battera,0,lexique_kaikki_pos_mismatch
débloqué,0,lexique_kaikki_pos_mismatch
bédaves,0,no_kaikki_entry
sanité,0,no_kaikki_entry
fossa,0,no_kaikki_entry
cliffhanger,0,no_kaikki_entry
pochetée,0,no_kaikki_entry
vérifieur,0,no_kaikki_entry
formeurs,0,no_kaikki_entry
code-barre,0,no_kaikki_entry
embobineuse,0,no_kaikki_entry
fonctionnable,0,no_kaikki_entry
cybermilitants,0,no_kaikki_entry
brouilleuse,0,no_kaikki_entry
animatiques,0,no_kaikki_entry
gravillonnage,0,no_kaikki_entry
mohurs,0,no_kaikki_entry
gabarre,0,lexique_kaikki_pos_mismatch
germaphobe,0,no_kaikki_entry
texturation,0,no_kaikki_entry
contracte,0,lexique_kaikki_pos_mismatch
déchainait,0,lexique_kaikki_pos_mismatch
drège,0,no_kaikki_entry
chauffe-pieds,0,no_kaikki_entry
crénon,0,no_kaikki_entry
hybristophilie,0,no_kaikki_entry
atémi,0,no_kaikki_entry
hémothorax,0,no_kaikki_entry
câlisser,0,lexique_kaikki_pos_mismatch
princeps,0,no_kaikki_entry
repolarisation,0,no_kaikki_entry
agrandi,0,lexique_kaikki_pos_mismatch
yorkais,0,no_kaikki_entry
néphrotique,0,no_kaikki_entry
couillue,0,lexique_kaikki_pos_mismatch
herscher,0,no_kaikki_entry
rejouit,0,no_kaikki_entry
tortore,0,no_kaikki_entry
cliquète,0,lexique_kaikki_pos_mismatch
succèderez,0,no_kaikki_entry
althaea,0.006,no_safe_learner_meaning
anéantissant,0,lexique_kaikki_pos_mismatch
à_rebrousse-poil,0,no_kaikki_entry
morganer,0,no_kaikki_entry
désembrayer,0,no_kaikki_entry
niébé,0,no_kaikki_entry
rétrovirologues,0,no_kaikki_entry
warrior,0,no_kaikki_entry
terpénoïdes,0.003,no_safe_learner_meaning
enchainer,0,lexique_kaikki_pos_mismatch
courson,0,no_kaikki_entry
gy,0,no_kaikki_entry
démonophobe,0,no_kaikki_entry
trouilloter,0,no_kaikki_entry
balto,0,no_kaikki_entry
cracra,0,no_kaikki_entry
enveloppée,0,lexique_kaikki_pos_mismatch
cyclohexanone,0,no_kaikki_entry
aka,0,no_kaikki_entry
takoyaki,0,no_kaikki_entry
empuanti,0,lexique_kaikki_pos_mismatch
bavement,0,no_kaikki_entry
chopage,0,no_kaikki_entry
loseurs,0,no_kaikki_entry
controversable,0,no_kaikki_entry
houpa,0,no_kaikki_entry
solea,0,no_kaikki_entry
ristretto,0,no_kaikki_entry
parke,0,no_kaikki_entry
reclamant,0,no_kaikki_entry
bolchéviste,0,lexique_kaikki_pos_mismatch
récupèreront,0,lexique_kaikki_pos_mismatch
bcp,0,lexique_kaikki_pos_mismatch
bédoins,0,no_kaikki_entry
idiomatismes,0,no_kaikki_entry
lobotomisante,0,no_kaikki_entry
tribule,0,no_kaikki_entry
rifain,0,lexique_kaikki_pos_mismatch
câlisserais,0,lexique_kaikki_pos_mismatch
colombo,0,lexique_kaikki_pos_mismatch
jumpe,0,no_kaikki_entry
bécotter,0,no_kaikki_entry
entâchait,0,no_kaikki_entry
song,0,no_kaikki_entry
paitre,0,lexique_kaikki_pos_mismatch
salop,0.667,no_safe_learner_meaning
clashe,0,no_kaikki_entry
bezef,0.003,no_safe_learner_meaning
hackera,0,lexique_kaikki_pos_mismatch
maraudage,0,no_kaikki_entry
surchoix,0,lexique_kaikki_pos_mismatch
désintubé,0,no_kaikki_entry
entraineraient,0,lexique_kaikki_pos_mismatch
emble,0,no_kaikki_entry
perspicacement,0,no_kaikki_entry
factor,0,no_kaikki_entry
tremens,0,no_kaikki_entry
zouker,0,lexique_kaikki_pos_mismatch
réinterdire,0,no_kaikki_entry
reis,0,no_kaikki_entry
cèleri,0.028,no_safe_learner_meaning
paranoïe,0,no_kaikki_entry
mandé,0,lexique_kaikki_pos_mismatch
axonales,0,no_kaikki_entry
post-punk,0,no_kaikki_entry
disperseur,0,no_kaikki_entry
boutonnier,0,no_kaikki_entry
cochambreuse,0,no_kaikki_entry
eagles,0.035,no_safe_learner_meaning
circa,0,lexique_kaikki_pos_mismatch
fleurtes,0,no_kaikki_entry
crocs-en-jambe,0.003,no_safe_learner_meaning
aide-soignantes,0,no_kaikki_entry
délusion,0,no_kaikki_entry
centristes,0.003,no_safe_learner_meaning
