rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,kaikki_entry,semantic_source,source,legacy_crosscheck,kaikki_crosscheck,freedict_crosscheck,meaning_selection
780,بری,feminine of بُرا (burā),adj,1950,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,feminine of بُرا (burā),,kaikki
781,بیوی,wife,noun,1939,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,wife,,kaikki
782,اکثریت,majority,noun,1926,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,majority,,kaikki
783,فورا,"immediately, instantly, urgently, promptly, rapidly, instantaneously",adv,1926,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"immediately, instantly, urgently, promptly, rapidly, instantaneously",,kaikki
784,پچاس,fifty,num,1923,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,fifty,,kaikki
785,عید,"Eid; festival, celebration",noun,1921,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"Eid; festival, celebration",,kaikki
786,منظر,the horizon; the eye; pupil; sight; view; scene,noun,1918,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,the horizon; the eye; pupil; sight; view; scene,,kaikki
787,کمال,entire; extreme; perfect,adj|noun,1914,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,entire; extreme; perfect,,kaikki
788,منگل,"Tuesday; prosperity; auspicious, lucky",adj|noun,1913,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"Tuesday; prosperity; auspicious, lucky",,kaikki
789,درجہ,"angle; degree; level, extent, rate",noun,1911,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"angle; degree; level, extent, rate",,kaikki
790,معمولی,"common; ordinary; regular, usual",adj,1910,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"common; ordinary; regular, usual",,kaikki
791,مذہب,"religion; any school of thought; creed, sectarian belief",noun,1907,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"religion; any school of thought; creed, sectarian belief",,kaikki
792,بھاری,heavy,adj,1906,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,heavy,,kaikki
793,خواب,"dream; sleep; vision, illusion",noun,1905,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"dream; sleep; vision, illusion",,kaikki
794,خوف,fear,noun,1905,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,fear,,kaikki
795,تیسرے,third (masculine plural/oblique),closed-class,1899,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
796,وجود,existence,noun,1898,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,existence,,kaikki
797,بلوچ,Baloch,noun,1897,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,Baloch,,kaikki
798,حج,"hajj, pilgrimage to Mecca",noun,1894,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"hajj, pilgrimage to Mecca",,kaikki
799,اقتصادی,economic,adj,1893,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,economic,,kaikki
800,واپسی,"return, coming-back; reimbursement, restoration",noun,1890,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"return, coming-back; reimbursement, restoration",,kaikki
801,یار,"beloved; companion; bro, mate, dude",noun,1886,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"beloved; companion; bro, mate, dude",,kaikki
802,نظم,"order, arrangement, sequence; nazm (a genre of poem, poetry); discipline, order (of law and rule)",noun,1882,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"order, arrangement, sequence; nazm (a genre of poem, poetry); discipline, order (of law and rule)",,kaikki
803,تکلیف,"affliction, pain; trouble, difficulty; suffering, hardship, distress",noun,1880,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"affliction, pain; trouble, difficulty; suffering, hardship, distress",,kaikki
804,آس,"hope, expectation",noun,1876,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"hope, expectation",,kaikki
805,خاطر,"consideration, respect; attention to; hospitality",noun,1872,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"consideration, respect; attention to; hospitality",,kaikki
806,مراد,"desire, will; wish, intention; meaning (ie. interpretation of text)",noun,1871,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"desire, will; wish, intention; meaning (ie. interpretation of text)",,kaikki
807,صلاحیت,gentleness; a good characteristic (of someone or something); capability; capacity (to do or carry out something),noun,1870,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,gentleness; a good characteristic (of someone or something); capability; capacity (to do or carry out something),,kaikki
808,خیر,"no; well, anyway; well-being, health",intj|noun,1868,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"no; well, anyway; well-being, health",,kaikki
809,استاد,"expert, master; spiritual leader; professor; teacher, tutor",noun,1862,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"expert, master; spiritual leader; professor; teacher, tutor",,kaikki
810,مجبور,forced; helpless; compelled,adj,1861,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,forced; helpless; compelled,,kaikki
811,نزدیک,"near, nearby; close, closeby",adj|adv,1859,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"near, nearby; close, closeby",,kaikki
812,بھوت,"ghost; spirit, demon; an ugly man (i.e., a man of ghastly countenance)",noun,1858,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"ghost; spirit, demon; an ugly man (i.e., a man of ghastly countenance)",,kaikki
813,باقاعدہ,"regular, standard, proper",adj,1855,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"regular, standard, proper",,kaikki
814,مارچ,March,name,1854,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,March,,kaikki
815,روک,stop; prevention; restraint,content word,1853,True,False,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
816,زراعت,agriculture,noun,1852,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,agriculture,,kaikki
817,شہید,martyr; a lover; an injured person,adj|noun,1852,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,martyr; a lover; an injured person,,kaikki
818,بل,force; might; power,noun,1847,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,force; might; power,,kaikki
819,آہستہ,slowly; gently; softly; slow,adj|adv,1840,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"slow; tardy, lazy; soft, gentle",,explicit_high_risk_review
820,داخلہ,entry; entrance; interior,noun,1839,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,entry; entrance; interior,,kaikki
821,غدار,"traitor, backstabber; treacherous, disloyal, traitor",adj|noun,1837,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"traitor, backstabber; treacherous, disloyal, traitor",,kaikki
822,امراض,diseases; illnesses,noun,1835,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,Formal plural of مَرْض (marz),,explicit_high_risk_review
823,نسل,"generation; family, lineage; race, ethnic group",noun,1835,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"generation; family, lineage; race, ethnic group",,kaikki
824,ارشاد,"command, direction, order",noun,1824,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"command, direction, order",,kaikki
825,خطرہ,"risk, danger",noun,1824,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"risk, danger",,kaikki
826,مخالفت,opposition (ie. hostility); opposition (ie. disagreement),noun,1824,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,opposition (ie. hostility); opposition (ie. disagreement),,kaikki
827,زمانے,direct plural; oblique/vocative singular,noun,1823,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,direct plural; oblique/vocative singular,,kaikki
828,آمد,arrival,noun,1820,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,arrival,,kaikki
829,غزل,"ghazal (a poetic form mostly used for love poetry in Middle Eastern, South, and Central Asian poetry)",noun,1820,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"ghazal (a poetic form mostly used for love poetry in Middle Eastern, South, and Central Asian poetry)",,kaikki
830,دفاع,defence (military); defence (of character against allegations),noun,1814,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,defence (military); defence (of character against allegations),,kaikki
831,واحد,single,adj,1811,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,single,,kaikki
832,شاندار,splendid; magnificent; excellent,adj,1810,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"magnificent, excellent",,explicit_high_risk_review
833,شوق,"ardor, interest; alacrity, gaiety; desire, yearning",noun,1810,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"ardor, interest; alacrity, gaiety; desire, yearning",,kaikki
834,گیارہ,eleven,num,1808,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,eleven,,kaikki
835,آگاہ,"knowledgeable, knowing; informed, aware, known to",adj,1806,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"knowledgeable, knowing; informed, aware, known to",,kaikki
836,شیر,lion; milk; tiger,noun,1802,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,lion; milk; tiger,,kaikki
837,گزر,carrot,noun,1802,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,carrot,,kaikki
838,برداشت,patience; endurance; tolerance,noun,1799,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,patience; endurance; tolerance,,kaikki
839,انٹرنیٹ,the Internet,noun,1792,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,the Internet,,kaikki
840,روزانہ,daily,adv|noun,1789,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,daily,,kaikki
841,پا,leg; foot; stem,noun|verb,1788,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,leg; foot; stem,,kaikki
842,معاملہ,"matter, affair, issue",noun,1787,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"matter, affair, issue",,kaikki
843,رفتار,pace; speed; motion,noun,1785,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,pace; speed; motion,,kaikki
844,ملوث,"involved, implicated; tainted, polluted, befouled, contaminated",adj,1784,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"involved, implicated; tainted, polluted, befouled, contaminated",,kaikki
845,قاضی,qazi; judge,noun,1776,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,qazi; judge,,kaikki
846,ایرانی,Iranian,adj|noun,1769,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,Iranian,,kaikki
847,سڑک,road,noun,1768,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,road,,kaikki
848,نظریہ,theory; ideology; perspective,noun,1763,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,theory; ideology; perspective,,kaikki
849,حکمت,wisdom; miracle; mystery,noun,1762,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,wisdom; miracle; mystery,,kaikki
850,افسر,officer,noun,1761,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,officer,,kaikki
851,عمارت,building,noun,1753,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,building,,kaikki
852,صحافیوں,oblique plural of صِحَافی (sihāfī),noun,1749,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,oblique plural of صِحَافی (sihāfī),,kaikki
853,پیغام,advice; message,noun,1744,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,advice; message,,kaikki
854,پناہ,asylum; refuge (ie. protection); shelter (ie. a place of security),noun,1739,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,asylum; refuge (ie. protection); shelter (ie. a place of security),,kaikki
855,دیش,country; land,noun,1735,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,alternative form of دیس (des),,explicit_high_risk_review
856,حلقہ,"boundary; circle, ring, hoop; constituency, electoral district",noun,1728,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"boundary; circle, ring, hoop; constituency, electoral district",,kaikki
857,خاتمہ,"conclusion, end, termination",noun,1726,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"conclusion, end, termination",,kaikki
858,انتظار,"wait, waiting; expectation; expectancy",noun,1725,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"wait, waiting; expectation; expectancy",,kaikki
859,امام,imam,noun,1715,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,imam,,kaikki
860,جج,judge,noun,1713,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,judge,,kaikki
861,من,maund (unit of mass),noun,1712,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,maund (unit of mass),,kaikki
862,شب,alum; night; evening,noun,1709,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,alum; night; evening,,kaikki
863,دوستی,friendship,noun,1706,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,friendship,,kaikki
864,فرض,supposition; the fard prayer; moral obligation,adj|noun,1706,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,supposition; the fard prayer; moral obligation,,kaikki
865,ادائیگی,payment; fulfillment; performance,noun,1705,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,fulfilment; completion of a task; collection of levies or taxes,,explicit_high_risk_review
866,مملکت,"grandeur, magnificence; kingdom; empire (dominion)",noun,1702,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"grandeur, magnificence; kingdom; empire (dominion)",,kaikki
867,کمزور,"ineffective; weak, feeble; incomplete, undone",adj,1700,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"ineffective; weak, feeble; incomplete, undone",,kaikki
868,بارہ,twelve,num,1698,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,twelve,,kaikki
869,پیار,"beloved, dear; love, romance; love, friendship",noun,1694,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"beloved, dear; love, romance; love, friendship",,kaikki
870,لڑکی,girl; daughter,noun,1694,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,girl; daughter,,kaikki
871,لا,not,particle,1693,True,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,not,,kaikki
872,اکبر,greater; greatest; Akbar (name),closed-class,1683,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
873,چاہے,"though, even if; either, whether, or; masculine plural perfect indicative",conj|verb,1683,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"though, even if; either, whether, or; masculine plural perfect indicative",,kaikki
874,گوشت,meat,noun,1683,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,meat,,kaikki
875,باپ,father,noun,1680,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,father,,kaikki
876,صفائی,"truthfulness; cleanliness, hygiene; defence (to allegation)",noun,1679,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"truthfulness; cleanliness, hygiene; defence (to allegation)",,kaikki
877,فضل,"beneficence; excellence, virtue; learning, knowledge",name|noun,1679,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"beneficence; excellence, virtue; learning, knowledge",,kaikki
878,بنانا,"to cause to be/become; to make, create, produce; to make to form/ turn into",verb,1672,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"to cause to be/become; to make, create, produce; to make to form/ turn into",,kaikki
879,انتظام,"method, system; preparation, arrangement",noun,1671,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"method, system; preparation, arrangement",,kaikki
880,تیسری,third (feminine),closed-class,1671,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
881,حافظ,keeper; governor; guardian,adj|noun,1670,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,keeper; governor; guardian,,kaikki
882,کپڑے,direct plural; oblique/vocative singular,noun,1669,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,direct plural; oblique/vocative singular,,kaikki
883,تجربہ,"experience; experiment, test, trial",noun,1668,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"experience; experiment, test, trial",,kaikki
884,خطرناک,dangerous,adj,1668,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,dangerous,,kaikki
885,گندم,wheat,noun,1668,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,wheat,,kaikki
886,ریاض,toil; practice; training,name|noun,1664,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,toil; practice; training,,kaikki
887,دشمن,"opponent; enemy, foe",noun,1653,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"opponent; enemy, foe",,kaikki
