rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,selected_direct_sense_count,indowordnet_lemma,kaikki_meaning,readurdu_meaning,word2word_meaning,external_selector_score,semantic_basis
2594,مشق,exercise; practice; drill; practice session; recitation,353,CLE Urdu top-5000 frequency list,A_direct_iwn_en,881846,3,1,False,"exercise, drill","practice, exercise",practice; exercise; practiced; Perhaps; boy/girl,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2595,منسوب,related; related to,353,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2040999,2,1,False,,"(pass. part. of نسب 'to refer (to), connect (with),' &c.), part.",ATTRIBUTING; TREMENDOUS; AMOUNT; SAVED; EXPERTS,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2596,میز,table,353,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4327412,1,1,False,desk; table,n. table; desk | Platts:,UNDER; TABLE; desk; THE; by,3,IWN-En Direct manual link (single direct sense)
2597,کیپٹن,captain,352,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9747374,1,1,False,,,Captain; America; Glover; -Captain; Pollard,1,IWN-En Direct manual link (single direct sense)
2598,ملاحظہ,attentiveness; heed; regard; paying attention,352,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5632380,2,1,False,"attention, regard; consideration, inspection, review","n. attention, regard; consideration, inspection, review | Platts: (for A. ملاحظة mulāḥaz̤at, inf. n. of لاحظ 'to look askance at each other; to look attentively (at),' iii of…",See; To; see; na; BANDAGE,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2599,بحری,nautical; maritime; marine,351,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2974534|2972554|142726,4,3,False,,"adj. Of or belonging to the sea; maritime, naval",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2600,چمچہ,spoon,351,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4232784,1,1,False,"pet, puppet; stooge","n. pet, puppet; stooge; alternative form of چَمَچ (camac, “spoon”) | Platts: (S.",,1,IWN-En Direct manual link (single direct sense)
2601,رکنیت,membership,351,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13745611,1,1,False,,,Bonjour; monsieur; Carpet; Club; reservation,0,IWN-En Direct manual link (single direct sense)
2602,ضمنی,indirect,351,CLE Urdu top-5000 frequency list,A_direct_iwn_en,803994,1,1,False,,(rel. n. fr. ẓimn),side; effects; one; could; He,0,IWN-En Direct manual link (single direct sense)
2603,تبسم,beamish; smiling(a); twinkly,350,CLE Urdu top-5000 frequency list,A_direct_iwn_en,386156,1,1,False,smile,smile,,0,IWN-En Direct manual link (single direct sense)
2604,تنہائی,aloneness; loneliness; lonesomeness; solitude,350,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4567612,1,1,False,"privacy; solitary confinement; loneliness, solitude, isolation","loneliness, solitude",Alone; chamber; outside; Wait; now,3,IWN-En Direct manual link (single direct sense)
2605,درجن,twelve; 12; XII; dozen,350,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13565782,1,1,True,dozen,dozen,dozen; mules; bandits; Once; Sixth,3,IWN-En Direct manual link (single direct sense)
2606,فلاں,certain(a),350,CLE Urdu top-5000 frequency list,A_direct_iwn_en,737316,1,1,False,so-and-so; a certain thing or person; a designation for something unknown,a designation for something unknown; so-and-so; a certain thing or person,,2,IWN-En Direct manual link (single direct sense)
2607,کروانا,work; put to work,350,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2384421,1,1,False,"to cause to do, to make do or cause, to have or get done or made","v. to cause to do, to make do or cause, to have or get done or made | Platts: (doub. caus. of karnā), v.t. To cause to be done, &c., to have or get done; to cause (one) to do or make, &c.…",Honey; somebody; while; introduce; Well,2,IWN-En Direct manual link (single direct sense)
2608,نشانی,memento; souvenir,350,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5742031,3,1,False,"sign, omen; issue, offspring; token, souvenir, memento, memorabilia","n. memorial, mark of remembrance, keepsake, bookmark; sign, omen; token, souvenir, memento, memorabilia | Platts: (fr. nishān)",sign; Sign; liege; disturb; mark,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2609,بدعنوانی,scam; cozenage,349,CLE Urdu top-5000 frequency list,A_direct_iwn_en,743031,1,1,False,"corruption, malpractice","corruption, malpractice",,0,IWN-En Direct manual link (single direct sense)
2610,ایثار,abnegation; self-abnegation; denial; self-denial; self-renunciation,348,CLE Urdu top-5000 frequency list,A_direct_iwn_en,202053,1,1,False,,selfless sacrifice,,0,IWN-En Direct manual link (single direct sense)
2611,بالغ,adult; grownup,348,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9469104,4,1,True,adult,n. an adult,precaution; diapers; adult; glove; compartment,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2612,دیسی,domestic; national,348,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1077383|3070805,2,2,False,"Desi; local, native, indigenous (to the Indian subcontinent)","adj. local, native, indigenous (to the Indian subcontinent); Desi | Platts: (i.q. deśī",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2613,اسرار,secret,347,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6583964,1,1,False,,"s.m. pl. (of سر sirr), Secrets; confidential concerns",how; it; Mystery; secrets; cause,2,IWN-En Direct manual link (single direct sense)
2614,انگلی,digit; dactyl,347,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5496800,2,1,False,finger,n. finger | Platts:,push; toe; Go; Give; single,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2615,یتیم,orphan; orphaned,347,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1796973|10229352,3,2,False,orphan; robber; servant,orphan,orphan; orphanage; an; witnessed; Nasaf,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2616,رئیس,rich person; wealthy person; have,346,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10371251,1,1,False,"nobleman, a rich man, prince; president, chief, head, chairperson, boss","n. nobleman, a rich man, prince; president, chief, head, chairperson, boss | Platts:",,2,IWN-En Direct manual link (single direct sense)
2617,رونا,lament; lamentation; plaint; wail; cry; weep,346,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7113279|65431,3,2,False,"to cry, weep","v. to cry, weep | Platts: v.n. To give forth sound, to sound, to make a noise; —",cry; sister; making; little; whining,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2618,کشمکش,dilemma; quandary,346,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5616026,1,1,False,struggle; strife,"conflict; struggle, clash",,0,IWN-En Direct manual link (single direct sense)
2619,لطف اندوز,amused; diverted; entertained,346,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1868772,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2620,بالترتیب,successively; in turn,345,CLE Urdu top-5000 frequency list,A_direct_iwn_en,181580,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2621,بیش,bash; do; brawl,345,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7346418,1,1,False,"more, greater; excess, too much, a lot","adj. More; greater; good, proper, well; better, superior, excellent, preferable; elegant…",,0,IWN-En Direct manual link (single direct sense)
2622,سرطان,Cancer; Cancer the Crab; Crab; malignant neoplastic disease,345,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8565580|1957013|14051451,3,3,False,,"(inf. n. of سرط 'to swallow,' &c.)",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2623,اسلوب,writing style; literary genre; genre; vogue; trend; style; expressive style,344,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6994809|5679498|6969739|6698162,4,4,False,"high fashion, guise, manner, routine, style","n. high fashion, guise, manner, routine, style | Platts: (rt. سلب)",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2624,بدنام,ill-famed; infamous; notorious,344,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2053636,1,1,True,infamous,infamous,endangered; demonize; infamous; joining; satellite,3,IWN-En Direct manual link (single direct sense)
2625,فعل,verb,344,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6236866,1,1,True,"verb; act, action, deed, work","n. verb; act, action, deed, work | Platts: (fr. faʻl, inf. n. of فعل 'to do,' &c.)",,2,IWN-En Direct manual link (single direct sense)
2626,مربع,square; second power; foursquare,344,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13550426|13694358|2113889|13694675,5,4,True,square,"n. square | Platts: (pass. part. of ربّع 'to make four; or four-sided,' &c., ii of ربع 'to become the fourth' (of the three),…","square; ""; call; away; And",3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2627,مادر,mother; female parent,343,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10178093,1,1,False,"mother, mama","n. mother, mama | Platts:",,2,IWN-En Direct manual link (single direct sense)
2628,جال,net; network; mesh; meshing; meshwork; snare; gin; noose; web,342,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3776950|4198500|8319824|3777509|3777349,5,5,True,"net; trap, snare; web, spider web","n. net; trap, snare; web, spider web | Platts:",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2629,مغل,Mogul; Moghul,342,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10172661,1,1,True,"Mughal, Moghul","n. Mughal, Moghul | Platts:",Mugals; noble; honored; people; Hindu,2,IWN-En Direct manual link (single direct sense)
2630,ظالم,beast; wolf; savage; brute; wildcat; oppressive; tyrannical; tyrannous,341,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9700251|826771,5,2,False,"cruel; oppressive, unfair, tyrannical; oppressor, unjust, dictator, tyrannical, wrongdoer","oppressor, cruel",cruel; disgusting; brute; brutal; without,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2631,عکس,mirror image; reflection; reflexion,341,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4691257,9,1,False,shadow; inverse; reverse,"reflection, image",mirrors; mysterious; self; turn; each,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2632,مہربانی,kindness,341,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4784623,7,1,False,,kindness,Please; please; PLEASE; telephone; card,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2633,نرمی,softness,341,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4900546,4,1,False,softness; tenderness,n. softness; tenderness | Platts: (fr. narm,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2634,حجاب,concealment; concealing; hiding,340,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1034605,1,1,False,,"s.m. pl. (of ḥājib), Door-keepers, porters, &c",,0,IWN-En Direct manual link (single direct sense)
2635,فائل,file; data file,340,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6422370,1,1,True,,file,file; None; files; whole; favorite,2,IWN-En Direct manual link (single direct sense)
2636,نثر,prose,340,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6291012,1,1,True,prose,"n. prose | Platts: (inf. n. of نثر 'to scatter,' &c.)",,2,IWN-En Direct manual link (single direct sense)
2637,بالواسطہ,directly; indirect,339,CLE Urdu top-5000 frequency list,A_direct_iwn_en,507214|803994,2,2,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2638,بو,spirit; tone; feel; feeling; flavor; flavour; look; smell; odor; odour; olfactory sensation; olfactory perception,339,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14333555|5643409,2,2,False,"stink, stench; smell, odor, scent","n. smell, odor, scent; stink, stench | Platts:",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2639,سویرے,timely; seasonable; well-timed(a); well timed(p),339,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1722473,2,1,False,,in the morning,dawn; at; attack; We,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2640,گود,lap,339,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5493298,2,1,False,bosom; embrace; adoption,n. lap (body); bosom; embrace | Platts:,,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2641,مہندی,henna,339,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14791713,1,1,False,henna (Lawsonia inermis and its dye),henna (Lawsonia inermis and its dye),,2,IWN-En Direct manual link (single direct sense)
2642,اسٹار,asterisk; star,338,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6736463|9308605|13697072,5,3,False,,,all-star; turning; affair; an; into,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2643,اٹل,firm; steadfast; steady; stiff; unbendable; unfaltering; unshakable; unwavering,338,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2060048,7,1,True,,"unmoving, unyielding, firm, steadfast",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2644,تمنا,desire; greed,338,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4889288|4889761,4,2,False,"longing; aspiration; wish, desire","wish, longing",dream; respect; every; family; ever,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2645,رانی,king; queen; world-beater,338,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10082249|3988180,4,2,False,queen; a female; a weed plant; wild plant,"n. queen; the First Lady of a state, empire; an honorific for Hindu women | Platts:",queen; For; a; ?,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2646,بہاؤ,continuance; continuation; stream; watercourse; flow; current; secretion; secernment,337,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1003969|9312839|13819758|8346434|325637|13379690,6,6,True,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2647,ستار,stringed instrument; sitar,337,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4287274|4175286,2,2,False,,"(intens. n. fr. ستر 'to veil, conceal')",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2648,فیصلہ کن,decisive; definite,337,CLE Urdu top-5000 frequency list,A_direct_iwn_en,720053|358260,2,2,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2649,گزارا,sustenance; sustentation; sustainment; maintenance; upkeep; adjustment; accommodation; fitting,337,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1200922|7268709,2,2,False,,,muffled; decibel; killers; rotors; been,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2650,نسلی,racial,337,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1997676,1,1,True,,(rel. n. fr. nasl),,0,IWN-En Direct manual link (single direct sense)
2651,پاگل,brainsick; crazy; demented; distracted; disturbed; mad; sick; unbalanced; unhinged; delirious; excited; frantic; unrestrained; nutter; wacko; whacko,336,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2146434|2472057|10213486,3,3,False,"lover; silly, dummy; witch, devil","adj. crazy, mad, insane (ie. someone who has lost their mind); stupid, nuts, daft; crazy excited (or enthusiastic, passionate.) | n. same as adjectives above; madman, lunatic; crazy person; lover | Platts: adj. &",crazy; sick; mad; freak; insane,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2652,شانہ,shoulder; comb,336,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5479858|3043963,2,2,False,comb; shoulder,n. shoulder; shoulder blade; comb | Platts:,Anik; alongside; Punk; Skrape; promoter,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2653,لب,lip,336,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5242431,1,1,False,"lip; edge; shore; margin (ie. of a river, coast etc.)",lip; brink,,2,IWN-En Direct manual link (single direct sense)
2654,میگزین,magazine; mag,336,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6507736,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2655,دلہن,bride,335,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9728973,2,1,True,bride; daughter,n. bride; daughter-in-law (son's wife); daughter | Platts:,bride; true; sit; ride; his,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2656,عجب,exotic,335,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1008237,1,1,False,"droll; rare, strange; wonderful, astonishing, amazing, miraculous","adj. wonderful, astonishing, amazing, miraculous; rare, strange; droll | Platts: (inf. n. of عجب 'to wonder')",,2,IWN-En Direct manual link (single direct sense)
2657,متنازع,disputed,334,CLE Urdu top-5000 frequency list,A_direct_iwn_en,633552,2,1,False,,"(pass. part. of تنازع 'to dispute, litigate,' vi of نزع 'to remove, carry,' &c.), part. Disputed, contested…",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2658,واسطہ,relationship,334,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13742368,1,1,False,"account, sake; business, concern; anything intermediate","connection; sake, mediation",,1,IWN-En Direct manual link (single direct sense)
2659,آرزو,desire,333,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4889288,3,1,False,wish; desire; longing,"desire, wish",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2660,بادل,cloud,333,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9114764,1,1,True,cloud; storm,n. cloud; storm | Platts:,cloud; Cock-a-doodle-doo; dust; gone; familial,3,IWN-En Direct manual link (single direct sense)
2661,بلی,cat; true cat; tabby; queen,333,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2100898|2102017,3,2,False,"cat; yes, why not",n. cat,pussy; Here; go; Considering; saves,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2662,جہالت,ignorance,333,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5912064,6,1,False,,ignorance,Ignorance; innocence; same; Heresies; pagan,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2663,قصہ,episode; storyline; plot line,333,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6310640|6288098,2,2,False,"story, tale","n. story, tale | Platts: (for A. قصة qiṣṣat, n. of un. fr. قصّ 'to cut; to explain,' &c.)",see; Make; sure; any; let,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2664,پاپ,popular; pop,332,CLE Urdu top-5000 frequency list,A_direct_iwn_en,437144,2,1,True,sin,n. sin | Platts:,Pop; pop; forgave; Night; mail,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2665,پیمانہ,unit of measurement; unit,332,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13409055,4,1,False,"scale, size, scope, level; length gauge, measure, standard; wine goblet, drinking cup, bowl","measure, scale; wine cup",measures; validate; taking; am; will,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2666,مرشد,oldster; old person; senior citizen; golden ager,332,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10221451,1,1,False,,"(act. part. of ارشد 'to cause (one to take or follow a right way or course,' iv of رشد 'to take or follow a…",,0,IWN-En Direct manual link (single direct sense)
2667,موسمی,seasonal; sweet lemon; sweet lime; Citrus limetta,332,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1547680|12543613,2,2,True,,(rel. n. fr. mausim),,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2668,ویل,well,332,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4518053|4518294,2,2,False,,"(inf. n. of ويل 'to pain,' &c.)",concealing; wheelchair; gotten; Can; explosive,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2669,ام,mother; female parent,331,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10178093,1,1,False,,"adv. Thus, so, to such a degree ( = aisā: used chiefly in poetry)",Um; um; umm; mind; paradoxical,0,IWN-En Direct manual link (single direct sense)
2670,آلودہ,unclean; impure; contaminated; polluted,331,CLE Urdu top-5000 frequency list,A_direct_iwn_en,451030|1977521,5,2,True,"polluted, impure, soiled, contaminated","adj. polluted, impure, soiled, contaminated | Platts: part. adj. Defiled, polluted, sullied, soiled, stained, spoiled; smeared, immersed, covered; loaded (with),…",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2671,باکس,box,331,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2855447,1,1,False,,s.m. The shrub Justicia ganderussa ( = bāsā: It is used to make charcoal for the manufacture of gunpowder),box; awfully; parallel; twin; evil,1,IWN-En Direct manual link (single direct sense)
2672,ترغیب,motivated,331,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1614311,4,1,False,,"s.f. Exciting desire, incitement, instigation, stimulation, incentive; inducement; temptation, allurement,…",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2673,تلوار,sword; blade; brand; steel,331,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4322100,1,1,False,a sword,n. a sword | Platts:,sword; honor; taking; Give; shuffling,3,IWN-En Direct manual link (single direct sense)
2674,رحمان,Allah,331,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9401768,1,1,False,,"the merciful one""; a name for Allah; a male given name, Rahman, from Arabic",,1,IWN-En Direct manual link (single direct sense)
2675,شرم,shyness,331,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7420756,1,1,True,shame,n. shame | Platts:,shame; ashamed; outrage; Modestly; Isn,0,IWN-En Direct manual link (single direct sense)
2676,عہدیدار,official; functionary,331,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10217337,1,1,False,,,Associated; province; Press; victims; among,0,IWN-En Direct manual link (single direct sense)
2677,لائق,becoming; comely; comme il faut; decent; decorous; seemly,331,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1945550,6,1,False,,"(part. act. of ليق 'to be fit, proper,' &c.)",Made; survive; money; enough; flexibility,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2678,اعتدال,balance,330,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13816145,3,1,False,balance; equinox; equilibrium,n. moderation (mildness; temperateness); balance; equilibrium | Platts:,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2679,امانت,responsibility; responsibleness; deposit; deposition; bailment,330,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4614135|368537|1094237,3,3,True,lost and found; safety; security; honesty; integrity; trustworthiness,n. trust; deposit or possession entrusted to someone for safekeeping.; lost and found; a trust (fund setup for a beneficiary) | Platts: (for A. امانة),,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2680,حیران کن,wonder; marvel; exotic; strange; unusual,330,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7189655|1008237|1006654,3,3,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2681,رعایت,concession,330,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7117516,1,1,False,"approval; observance; regard, respect","n. observance; regard, respect; favour, concession, rebate | Platts: (for A. رعاية, inf. n. of رعي 'to pasture, to tend')",exception; usually; supposed; submit; own,1,IWN-En Direct manual link (single direct sense)
2682,مرغی,hen; biddy,330,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1773400|7541364,3,2,False,hen,n. hen | Platts:,hen; From; lays; eggs; giant,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2683,پہنچانا,hand; bring,329,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1981890|1426411,3,2,True,,"v.t. To cause to arrive, cause to reach; to cause to be sent; to convey, escort, conduct, accompany, see…",hurt; `; steer; bum; -Don,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2684,غلامی,bondage; slavery; thrall; thralldom; thraldom,329,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13811188,2,1,False,,"slavery, servitude",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2685,زبانی,oral; unwritten,328,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2360823,2,1,False,,"adj. & postpn. Of or by or from the tongue, traditional, oral, verbal, vivâ voce; nominal, mere; — from the…",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2686,ایئرپورٹ,airfield; landing field; flying field; field,327,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2663341,1,1,False,,airport,,0,IWN-En Direct manual link (single direct sense)
2687,چمن,flower garden,327,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3333353,2,1,False,"garden; flourishing place, parterre, verdant; Chaman (a city in Qilla Abdullah district, Balochistan, Pakistan)","garden, flower bed",Camp; Chapman; overboard; baked; may,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2688,وافر,enough; plenty,327,CLE Urdu top-5000 frequency list,A_direct_iwn_en,146900,1,1,False,,"(act. part. of وفر 'to become full, or complete,' &c.)",,0,IWN-En Direct manual link (single direct sense)
2689,انار,pomegranate; pomegranate tree; Punica granatum,326,CLE Urdu top-5000 frequency list,A_direct_iwn_en,12177117|7662991,2,2,True,pomegranate,n. pomegranate | Platts:,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2690,تل,sesame; benne; benni; benny; Sesamum indicum; sesame seed; benniseed; mole,326,CLE Urdu top-5000 frequency list,A_direct_iwn_en,12706261|7721447|4638299,5,3,True,mole; sesame,n. sesame; mole | Platts:,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2691,رزق,sustenance; sustentation; sustainment; maintenance; upkeep,326,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1200922,1,1,False,"allowance; income, wages; daily bread, sustenance","livelihood, daily bread",Palestinian; soil; lie; Do; go,1,IWN-En Direct manual link (single direct sense)
2692,سایہ,shadow,326,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13799076,3,1,False,end; arrow; evening,"shadow, shade; protection",shadow; Look; he; s; power,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2693,معقول,appropriate; controlled; restricted; reasoned; sound; well-grounded; becoming; comely; comme il faut; decent; decorous; seemly,326,CLE Urdu top-5000 frequency list,A_direct_iwn_en,152851|1467058|2583150|1945550,4,4,False,,"(pass. part. of عقل 'to be or become intelligent,' &c.)",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2694,پرسکون,calm; unagitated; serene; tranquil,325,CLE Urdu top-5000 frequency list,A_direct_iwn_en,556210,9,1,False,,,calm; Relax; down; Calm; Stay,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2695,کاغذی,written; chartaceous; papery; paperlike,325,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2361214|2777979|2495482,3,3,True,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2696,لیٹر,liter; litre; l; cubic decimeter; cubic decimetre,325,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13448949,1,1,True,,liter,,1,IWN-En Direct manual link (single direct sense)
2697,بتدریج,slowly; slow; easy; tardily,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,162675,1,1,False,"gradually, slowly, bit by bit","gradually, slowly, bit by bit",,2,IWN-En Direct manual link (single direct sense)
2698,بقیہ,incomplete; uncomplete; due; remainder; difference; owed; leftover; left over(p); left(p); odd; remaining; unexpended,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,550671|13224333|13548641|154649|965460,5,5,False,,(for A. بقية baqīyat),,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
