rank,target,english,level,ipa_candidate,learner_hint_candidate,source_sha256
861,لا يبدو أنك تعرف ما سيحصل.,You don't seem to know what's going to happen.,C,lˈaː jbdˈuː ʔnkˈa tˈaʕarrˌuf mˈaː siːħs̪l.,la ybdohoh ʔnka ta‘arrohohf ma sayayhs̪l.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
862,تبدو وكأنك فعلت شيئًا لم يكن عليك فعله.,You look like you've been doing something you shouldn't.,C,tbdˈuː wkʔnka fʕlt ʃˈiːʔan lˈam ikˈunna ʕˈaliːjkˌa fˈiʕlh.,tbdohoh wkʔnka f‘lt shayayʔan lam ayaykohohnna ‘alayayyka fayay‘lh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
863,يجب أن تعمل بجد حتى لا تفشل.,You must work hard in order not to fail.,C,jdʒb ʔn tˈaʕammˌul bdʒd ħˈatːaː lˈaː tfʃl.,yyb ʔn ta‘ammohohl byd hata la tfshl.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
864,أيها الناس، امضوا قدمًا. سنتبعكم.,You people go on ahead. We will follow you.,C,ʔˈajjuhˌaː ʔannˈaːs ˈamdˤuː qˈa.dːamˌan. sntbʕkm.,ʔayyohohha ʔannas amdˤohoh qa.daman. sntb‘km.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
865,ستتعلم كيف تفعلها عاجلًا أو آجلًا.,You'll learn how to do it sooner or later.,C,sttʕlm kˈajfa tfʕlhˈaː ʕˈaːdʒilˌan ʔˈaw ʔˈaːdʒilˌan.,stt‘lm kayfa tf‘lha ‘ayayaylan ʔaw ʔayayaylan.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
866,أيمكنك أن تخبرني متى يغادر القطار؟,Can you tell me what time the train leaves?,C,ʔiːmkˈunnakˌa ʔn tχbrnˈiː mˈataː jɣˈaːdr ʔalqˈit̪aːr,ʔayaymkohohnnaka ʔn tkhbrnayay mata yghadr ʔalqayayt̪ar,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
867,هل يمكنك أن تخبرني كيف أصل إلى المحطة؟,Can you tell me how to get to the station?,C,hˈal jmkˈunnakˌa ʔn tχbrnˈiː kˈajfa ʔˈas̪l ʔˈilaː ʔalmˈaħat̪t̪ˌa,hal ymkohohnnaka ʔn tkhbrnayay kayfa ʔas̪l ʔayayla ʔalmahat̪t̪a,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
868,هل يمكنك أن تقدم لي بعض المساعدة في المطبخ؟,Can you give me some help in the kitchen?,C,hˈal jmkˈunnakˌa ʔn tˈaqadːˌum lˈajj bˈaʕdˤ ʔalmusˈaːʕadˌa fˈiː ʔalmˈat̪baχ,hal ymkohohnnaka ʔn taqadohohm layy ba‘dˤ ʔalmohohsa‘ada fayay ʔalmat̪bakh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
869,أيمكنك أن توصلني إلى محطة القطار؟,Could you give me a lift to the train station?,C,ʔiːmkˈunnakˌa ʔn tˈuːs̪lniː ʔˈilaː mˈaħat̪t̪ˌa ʔalqˈit̪aːr,ʔayaymkohohnnaka ʔn tohohs̪lnayay ʔayayla mahat̪t̪a ʔalqayayt̪ar,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
870,أيمكنك أن تعلّمني كيف أستخدم الغسّالة؟,Could you teach me how to use the washing machine?,C,ʔiːmkˈunnakˌa ʔn tʕllmnˈiː kˈajfa ʔstχdm ʔalɣssˈaːlt,ʔayaymkohohnnaka ʔn t‘llmnayay kayfa ʔstkhdm ʔalghssalt,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
871,هل تريدني حقًا أن أذهب إلى هناك الآن؟,Do you really want me to go there right now?,C,hˈal trˈiːdniː ħˈaqːan ʔn ʔˈaðhab ʔˈilaː hunˈaːka alʔˈaːn,hal trayaydnayay haqan ʔn ʔadhhab ʔayayla hohohnaka alʔan,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
872,هل تذكر اليوم الذي رأينا فيه الحادث؟,Do you remember the day when we saw the accident?,C,hˈal tˈaðakːˌar ʔaljˈawm ʔˈallaðˌiː rʔˈiːnaː fˈiːh ʔalħˈaːdiθ,hal tadhakar ʔalyawm ʔalladhayay rʔayayna fayayh ʔalhadayayth,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
873,أتريد مني مساعدتك في الطبخ؟,Do you want me to help you with the cooking?,C,ʔtrˈiːd mnˈiː msˈaːʕdtka fˈiː ʔat̪ˈabχ,ʔtrayayd mnayay msa‘dtka fayay ʔat̪abkh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
874,كم يوماً تحتاج عادةً للوصول إلى هناك؟,How many days do you usually need to get there?,C,kiːlˈuː mitˌar jwmˈaː tħtˈaːdʒ ʕˈaːdtan lluːs̪ˌu.ːl ʔˈilaː hunˈaːka,kayaylohoh mayaytar ywma thtay ‘adtan llohohs̪ohoh.l ʔayayla hohohnaka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
875,ما المبلغ الذي كان عليك دفعه للتذاكر؟,How much did you have to pay for the tickets?,C,mˈaː ʔalmˈablaɣ ʔˈallaðˌiː kˈaːn ʕˈaliːjkˌa dˈafaʕh lltðaːkr,ma ʔalmablagh ʔalladhayay kan ‘alayayyka dafa‘h lltdhakr,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
876,ماذا كنتَ ستفعَل لو كنت في مكاني؟,"If you were in my place, what would you do?",C,mˈaːðaː knta stfʕal lˈaw kˈint fˈiː mˈakaːnˌiːj,madha knta stf‘al law kayaynt fayay makanayayy,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
877,هل يوجد مكان ما حيث يمكننا التحدث على انفراد حول هذا الأمر؟,Is there somewhere that we can talk privately about this?,C,hˈal jwdʒd mˈakaːn mˈaː ħˈajθu jmknnˈaː ʔattaħˈadːaθ ʕˈalaː ˈinfirˌaːd ħˈawl hˈaːðaː ʔalʔˈamr,hal ywyd makan ma haythohoh ymknna ʔattahadath ‘ala ayaynfayayrad hawl hadha ʔalʔamr,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
878,ماذا فعلت عندما رجعت إلى منزلك أمس؟,What did you do when you got back home yesterday?,C,mˈaːðaː fʕlt ʕndmˈaː rdʒʕt ʔˈilaː mˈanzilkˌa ʔˈams,madha f‘lt ‘ndma ry‘t ʔayayla manzayaylka ʔams,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
879,ما الذي عليّ فعله الآن بعد أن سجّلت؟,What do I have to do now that I'm registered?,C,mˈaː ʔˈallaðˌiː ʕlˈiː fˈiʕlh alʔˈaːn bˈaʕd ʔn sdʒːlt,ma ʔalladhayay ‘layay fayay‘lh alʔan ba‘d ʔn sylt,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
880,ماذا كنتَ ستفعلُ لو كنت أصغر بعشر سنين؟,What would you do if you were ten years younger?,C,mˈaːðaː knta stfʕlu lˈaw kˈint ʔˈas̪ɣar bʕʃr sinnˈiːna,madha knta stf‘lohoh law kayaynt ʔas̪ghar b‘shr sayaynnayayna,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
881,ماذا كنتَ ستقول لو كنت في مكاني؟,What would you say if you were in my place?,C,mˈaːðaː knta stqwl lˈaw kˈint fˈiː mˈakaːnˌiːj,madha knta stqwl law kayaynt fayay makanayayy,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
882,أين اشتريت تلك القبّعة التي كنت ترتديها البارحة؟,Where did you buy that hat you were wearing yesterday?,C,ʔˈajna ˈaʃtriːt tˈallka ʔalqbːʕt ʔˈallatˌiː kˈint trtdˈiːhaː ʔalbˈaːriħˌa,ʔayna ashtrayayt tallka ʔalqb‘t ʔallatayay kayaynt trtdayayha ʔalbarayayha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
883,لماذا خلدت للنوم مبكرًا الليلة الماضية؟,Why did you go to sleep early last night?,C,lˈimaːðˌaː χldt llnuːm mubˈakːirˌan ʔallˈajla ʔalmaːdˤˈijjah,layaymadha khldt llnohohm mohohbakayayran ʔallayla ʔalmadˤayayyyah,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
884,لمَ لمْ تخبرني بأنّ اجتماعًا انعقد اليوم؟,Why didn't you tell me there was a meeting today?,C,lma lm tχbrnˈiː bʔnn ˌidʒtimˈaːʕan ˈinʕaqˌad ʔaljˈawm,lma lm tkhbrnayay bʔnn ayayytayayma‘an ayayn‘aqad ʔalyawm,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
885,لماذا تهتم البنات بما يفكّر الأولاد لهذه الدرجة؟,Why do girls care so much about what boys think?,C,lˈimaːðˌaː thtm ʔalbnaːt bmaː jfkːr ʔalʔˈuːlaːd lhðh ʔaddˈaradʒˌa,layaymadha thtm ʔalbnat bma yfkr ʔalʔohohlad lhdhh ʔaddaraya,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
886,هل تريد أن تذهب إلى حديقة الحيوان بعد ظهر هذا اليوم؟,Do you want to go to the zoo this afternoon?,C,hˈal trˈiːd ʔn tðhb ʔˈilaː ħˈadiːqˌa ʔalħˈajawˌaːn bˈaʕd ðˈuhr hˈaːðaː ʔaljˈawm,hal trayayd ʔn tdhhb ʔayayla hadayayqa ʔalhayawan ba‘d dhohohhr hadha ʔalyawm,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
887,كل ما عليك فعله هو قراءة هاتين الصفحتين.,All you have to do is read these two pages.,C,kˈull mˈaː ʕˈaliːjkˌa fˈiʕlh hˈuwa qˈiraːʔˌa haːtˈiːna ʔas̪s̪fħtˈiːna.,kohohll ma ‘alayayyka fayay‘lh hohohwa qayayraʔa hatayayna ʔas̪s̪fhtayayna.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
888,لَم أعلَم أنَّكَ لَمْ تَملُك رُخصةَ قِيادةٍ,I didn't know that you didn't have a driver's license.,C,lam ʔʕlˈam ʔnnkˈa lam tˈamlukˌa rˈuχs̪ta qˈiːaːdtˌin,lam ʔ‘lam ʔnnka lam tamlohohka rohohkhs̪ta qayayadtayayn,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
889,لم أعلم إلى أين أذهب أو ما أفعله.,"I didn't know where to go, or what to do.",C,lˈam ʔˈaʕlam ʔˈilaː ʔˈajna ʔˈaðhab ʔˈaw mˈaː ʔˈafʕalh.,lam ʔa‘lam ʔayayla ʔayna ʔadhhab ʔaw ma ʔaf‘alh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
890,لا أعلم إن كنت سأملك الوقت لفعله.,I don't know if I'll have time to do it.,C,lˈaː ʔˈaʕlam ʔˈin kˈint sʔmlka ʔalwˈaqt lfʕlh.,la ʔa‘lam ʔayayn kayaynt sʔmlka ʔalwaqt lf‘lh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
891,لا أعتقد أننا نملك الوقت الكافي لفعل ذلك.,I don't think we have enough time to do that.,C,lˈaː ʔʕtqd ʔnnˈaː nˈamlka ʔalwˈaqt ʔalkˈaːfiː lfʕl ðˈaːlikˌa.,la ʔ‘tqd ʔnna namlka ʔalwaqt ʔalkafayay lf‘l dhalayayka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
892,لا أريد أن تكون بيني وبينك أي صلة.,I don't want to have anything to do with you.,C,lˈaː ʔrˈiːd ʔn tˈakawwˌan bˈajniːj wbˈiːnakˌa ʔˈajj s̪ˈila.,la ʔrayayd ʔn takawwan baynayayy wbayaynaka ʔayy s̪ayayla.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
893,أريد أن أعرف لماذا كنت مضطرًا للقيام بذلك.,I want to know why I needed to do that.,C,ʔrˈiːd ʔn ʔˈaʕraf lˈimaːðˌaː kˈint mˈudˤt̪arrˌan llqiˌaːm bˈaðalkˌa.,ʔrayayd ʔn ʔa‘raf layaymadha kayaynt mohohdˤt̪arran llqayayam badhalka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
894,سأنتظرك أمام المدرسة.,I will wait for you in front of the school.,C,sʔntðrka ʔˈamaːm ʔalmˈadrasˌa.,sʔntdhrka ʔamam ʔalmadrasa.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
895,أفضل البقاء في البيت على الخروج معه.,I would rather stay home than go out with him.,C,ʔˈafdˤal ʔalbˈaqaːʔ fˈiː ʔalbˈajt ʕˈalaː ʔalχˈuruːdʒ mˈaʕh.,ʔafdˤal ʔalbaqaʔ fayay ʔalbayt ‘ala ʔalkhohohrohohy ma‘h.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
896,لم يؤذن لي بإطلاعك على ما تريد معرفته.,I wasn't allowed to tell you what you want to know.,C,lˈam jʔðn lˈajj bʔt̪laːʕkˌa ʕˈalaː mˈaː trˈiːd mʕrfth.,lam yʔdhn layy bʔt̪la‘ka ‘ala ma trayayd m‘rfth.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
897,لو كنت مكانك، لفعلت الشيء نفسه.,"If I were you, I would do the same.",C,lˈaw kˈint mˈakaːnkˌa lfʕlt ʔaʃʃˈajʔ nˈafsh.,law kayaynt makanka lf‘lt ʔashshayʔ nafsh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
898,الأمر متروك لك الآن لاتخاذ القرار.,It is up to you to make the decision now.,C,ʔalʔˈamr mˈatruːk lkˈa alʔˈaːn laːtχˌaːð ʔalqarˈaːr.,ʔalʔamr matrohohk lka alʔan latkhadh ʔalqarar.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
899,أخبرني الطبيب أن عليّ شرب المزيد من الماء.,My doctor told me that I should drink more water.,C,ʔχbrnˈiː ʔat̪ˈabiːb ʔn ʕlˈiː ʃˈurb ʔalmˈaziːd mˈin ʔalmˈaːʔ.,ʔkhbrnayay ʔat̪abayayb ʔn ‘layay shohohrb ʔalmazayayd mayayn ʔalmaʔ.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
900,عدني أنك لن تغضب إن قلت لك.,Promise me you won't get mad if I tell you.,C,ʕˈadniːj ʔnkˈa lˈan tˈaɣadˤdˤˌab ʔˈin qlt lkˈa.,‘adnayayy ʔnka lan taghadˤdˤab ʔayayn qlt lka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
901,ليس هناك حاجة للاستعجال. لدينا متسع من الوقت.,There's no need to hurry. We have plenty of time.,C,lˈajsa hunˈaːka ħˈaːdʒa llaːstʕdʒˌaːl. ldiːnˌaː mˈutːasˌaʕ mˈin ʔalwˈaqt.,laysa hohohnaka haya llast‘yal. ldayayna mohohtasa‘ mayayn ʔalwaqt.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
902,فكّر كيف ستشعر إن حدث ذلك لك.,Think about how you'd feel if that happened to you.,C,fkːr kˈajfa stʃʕr ʔˈin ħˈadaθ ðˈaːlikˌa lkˈa.,fkr kayfa sch‘r ʔayayn hadath dhalayayka lka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
903,هذا أمر علينا أن نعمل معًا على حلّه.,This is something we need to work together to solve.,C,hˈaːðaː ʔˈamr ʕlˈiːnaː ʔn nʕml mˈaʕan ʕˈalaː ħllh.,hadha ʔamr ‘layayna ʔn n‘ml ma‘an ‘ala hllh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
904,لا نملك من المال ما يكفي لشراء كل ما نحتاج إليه.,We don't have enough money to buy everything we need.,C,lˈaː nˈamlka mˈin ʔalmˈaːl mˈaː jkfˈiː lʃraːʔ kˈull mˈaː nħtˈaːdʒ ʔlˈiːh.,la namlka mayayn ʔalmal ma ykfayay lshraʔ kohohll ma nhtay ʔlayayh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
905,ما تقوله ليس له أيُ معنىً لي.,What you say does not make any sense to me.,C,mˈaː tˈaqawwˌulh lˈajsa lh ʔˈiːu mʕnˈa lˈajj.,ma taqawwohohlh laysa lh ʔayayohoh m‘na layy.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
906,لست أحسن في تذكر الأشياء مني.,You are no better at remembering things than I am.,C,lst ʔˈaħsan fˈiː tˈaðakːˌar ʔalʔʃˈiːʔ mnˈiː.,lst ʔahsan fayay tadhakar ʔalʔshayayʔ mnayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
907,أنت الوحيد الذي يستطيع إنقاذ العالم.,You are the only one who can save the world.,C,ʔˈanta ʔalwˈaħiːd ʔˈallaðˌiː jstt̪ˈi.ːʕ ʔˈinqaːð ʔalʕˈaːlam.,ʔanta ʔalwahayayd ʔalladhayay ystt̪ayay.‘ ʔayaynqadh ʔal‘alam.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
908,يمكنك الذهاب للبيت بعد انتهائك من هذا العمل.,You can go home after you have finished this work.,C,jmkˈunnakˌa ʔaððˈahaːb llbiːt bˈaʕd ˈanthaːʔkˌa mˈin hˈaːðaː ʔalʕˈamal.,ymkohohnnaka ʔadhdhahab llbayayt ba‘d anthaʔka mayayn hadha ʔal‘amal.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
909,ليس أمامنا وقت لهذا كما تعلم.,"As you know, we don't have time for this.",C,lˈajsa ʔmˈaːmnaː wˈaqt lhðaː kˈamaː tˈaʕallˌam.,laysa ʔmamna waqt lhdha kama ta‘allam.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
910,امرأة مثلك لا تستحق رجلًا مثلي.,A woman like you doesn't deserve a man like me.,C,ˈimraʔˌa mˈiθlka lˈaː tstħq rˈa.dʒulˌan mˈiθliːj.,ayaymraʔa mayaythlka la tsthq ra.yohohlan mayaythlayayy.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
911,هل لديكم معرض لمنتجاتكم في المدينة؟,Do you have a showroom for your products in the city?,C,hˈal ldiːkm mˈaʕridˤ lmntdʒaːtkm fˈiː ʔalmadˈiːna,hal ldayaykm ma‘rayaydˤ lmntyatkm fayay ʔalmadayayna,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
912,هل تذكر اليوم الذي تقابلنا فيه أنا وأنت أول مرة؟,Do you remember the day when you and I first met?,C,hˈal tˈaðakːˌar ʔaljˈawm ʔˈallaðˌiː tqˈaːblnaː fˈiːh ˈana wʔnt ʔˈawwal mˈarra.,hal tadhakar ʔalyawm ʔalladhayay tqablna fayayh ana wʔnt ʔawwal marra.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
913,برأيك، ما مدى خطورة هذه المهمة؟,How dangerous do you think this mission is going to be?,C,brʔiːkˌa mˈaː mˈadaː χˈut̪uːrˌa hˈaːðihˌi ʔalmˈuhimmˌa,brʔayayka ma mada khohoht̪ohohra hadhayayhayay ʔalmohohhayaymma,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
914,كيف خطرت ببالك فكرة هذا المعرض؟,How did you come up with the idea for this exhibition?,C,kˈajfa χt̪rt bbaːlkˌa fˈikra hˈaːðaː ʔalmˈaʕridˤ,kayfa kht̪rt bbalka fayaykra hadha ʔalma‘rayaydˤ,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
915,كيف تعرف إن كان حساب بريدك الإلكتروني قد اختُرق؟,How do you know if your email account has been hacked?,C,kˈajfa tˈaʕarrˌuf ʔˈin kˈaːn ħˈisaːb bˈariːdkˌa ʔalʔilˈiktruːnˌiːj qˈad ˈaχturq,kayfa ta‘arrohohf ʔayayn kan hayaysab barayaydka ʔalʔayaylayayktrohohnayayy qad akhtohohrq,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
916,كم هدية تتوقع أنها تلقت خلال موسم الأعياد الماضي؟,How many gifts do you think she received last holiday season?,C,kiːlˈuː mitˌar hˈadiːjˌa ttˈuːqʕ ʔnhˈaː tlqt xilˈaːl mˈawsim ʔalʔʕˈiːaːd ʔalmˈaːdˤiː,kayaylohoh mayaytar hadayayya ttohohq‘ ʔnha tlqt khayaylal mawsayaym ʔalʔ‘ayayad ʔalmadˤayay,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
917,كم مرة تستطيع أن تلعب الكرة الطائرة مع أصدقائك ؟,How often are you able to play volleyball with your friends?,C,kiːlˈuː mitˌar mˈarra. tstt̪ˈi.ːʕ ʔn tlʕb ʔalkˈura ʔat̪ˈaːʔirˌa mˈaʕ ʔs̪dqˈaːʔka,kayaylohoh mayaytar marra. tstt̪ayay.‘ ʔn tl‘b ʔalkohohra ʔat̪aʔayayra ma‘ ʔs̪dqaʔka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
918,إن حصل هذا لأي سبب، فماذا ستفعل؟,"If this happens for some reason, what will you do?",C,ʔˈin ħˈas̪-al hˈaːðaː lˈaʔj sˈabab fmaːðˌaː stfʕl,ʔayayn has̪-al hadha laʔy sabab fmadha stf‘l,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
919,إن لم يكن هناك ما تفعله، لمَ لا تقرأ كتابا؟,"If you have nothing to do, why not read a book?",C,ʔˈin lˈam ikˈunna hunˈaːka mˈaː tfʕlh lma lˈaː tqrʔ ktaːbˌaː,ʔayayn lam ayaykohohnna hohohnaka ma tf‘lh lma la tqrʔ ktaba,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
920,من أعطاك الحق بأن تتحدث إلي هكذا؟,Who gave you the right to talk to me like that?,C,mˈin ʔʕt̪ˈa.ːka ʔalħˈaqː bʔn ttħdθ ʔlˈiː hˈaːkaðˌaː,mayayn ʔ‘t̪a.ka ʔalhaq bʔn tthdth ʔlayay hakadha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
921,أنت تعلم لماذا لست مضطرًا للقيام بهذا، أليس كذلك؟,"You know why I don't have to do that, don't you?",C,ʔˈanta tˈaʕallˌam lˈimaːðˌaː lst mˈudˤt̪arrˌan llqiˌaːm bhðaː ʔˈaljas kðlka,ʔanta ta‘allam layaymadha lst mohohdˤt̪arran llqayayam bhdha ʔalyas kdhlka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
922,كل ما عليك فعله أن تنتبه لنفسك.,All you have to do is to take care of yourself.,C,kˈull mˈaː ʕˈaliːjkˌa fˈiʕlh ʔn tntbh lnfska.,kohohll ma ‘alayayyka fayay‘lh ʔn tntbh lnfska.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
923,عامل الناس كما تحب أن يعاملوك.,Do unto others as you would have them do unto you.,C,ʕˈaːmil ʔannˈaːs kˈamaː tħb ʔn jʕˈaːmluːkˌa.,‘amayayl ʔannas kama thb ʔn y‘amlohohka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
924,أود التحدث معك للحظة لو سمحت.,"Excuse me, I'd like to talk with you for a moment.",C,ʔˈawad ʔattaħˈadːaθ mˈaʕak llħðt lˈaw smħt.,ʔawad ʔattahadath ma‘ak llhdht law smht.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
925,لا تتردد في أن تحضر لنفسك مشروبًا إن كنت عطشانًا.,Feel free to get yourself a drink if you are thirsty.,C,lˈaː ttrdd fˈiː ʔn tˈaħadˤdˤˌar lnfska mˈaʃruːbˌan ʔˈin kˈint ʕˈat̪ʃaːnˌan.,la ttrdd fayay ʔn tahadˤdˤar lnfska mashrohohban ʔayayn kayaynt ‘at̪shanan.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
926,لكان أخبرني بالحقيقة لو سألته.,He would have told me the truth if I had asked him.,C,lkaːn ʔχbrnˈiː bilħˈaqiːqˌa lˈaw sʔlth.,lkan ʔkhbrnayay bayaylhaqayayqa law sʔlth.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
927,لا أدري إن كان ليفعلها لأجلي.,I don't know if he would have done it for me.,C,lˈaː ʔdrˈiː ʔˈin kˈaːn liːfʕlhˌaː lʔdʒliː.,la ʔdrayay ʔayayn kan layayf‘lha lʔylayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
928,لا أعرف ماذا أقول لأجعلك تشعر بشعور أفضل.,I don't know what to say to make you feel better.,C,lˈaː ʔˈaʕraf mˈaːðaː ʔqwl lʔdʒʕlka tʃʕr bʃʕuːr ʔˈafdˤal.,la ʔa‘raf madha ʔqwl lʔy‘lka ch‘r bsh‘ohohr ʔafdˤal.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
929,لا أعلم إن كان سيأتي بالقطار أو بالسيارة.,I don't know whether he'll come by train or by car.,C,lˈaː ʔˈaʕlam ʔˈin kˈaːn siːʔtˌiː bilqˈit̪aːr ʔˈaw bissajjˈaːra..,la ʔa‘lam ʔayayn kan sayayʔtayay bayaylqayayt̪ar ʔaw bayayssayyara..,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
930,لم يكن لدي أي فكرة أنك تعرف كيف تعزف على التشيلو.,I had no idea you knew how to play the cello.,C,lˈam ikˈunna ldiː ʔˈajj fˈikra ʔnkˈa tˈaʕarrˌuf kˈajfa tʕzf ʕˈalaː ʔattʃˈiːluː.,lam ayaykohohnna ldayay ʔayy fayaykra ʔnka ta‘arrohohf kayfa t‘zf ‘ala ʔatchayaylohoh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
